,n_locks,simulation,model,model_params,participant,trial,occurrence,symbol,action,time,DISCOUNT,HORIZON,BETA
52,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,52,11,5,0,3.69,0.83,111.24,1.72
53,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,53,13,6,0,6.39,0.83,111.24,1.72
54,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,54,11,4,0,6.52,0.83,111.24,1.72
55,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,55,4,1,0,3.58,0.83,111.24,1.72
56,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,56,12,5,2,11.0,0.83,111.24,1.72
57,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,57,12,4,0,5.38,0.83,111.24,1.72
58,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,58,14,6,0,4.82,0.83,111.24,1.72
59,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,59,7,2,2,12.65,0.83,111.24,1.72
60,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,60,10,3,2,11.02,0.83,111.24,1.72
61,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,61,8,2,0,4.84,0.83,111.24,1.72
62,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,62,13,5,2,12.78,0.83,111.24,1.72
63,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,63,14,5,1,0.8200000000000001,0.83,111.24,1.72
64,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,64,15,6,2,13.3,0.83,111.24,1.72
65,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,65,16,6,1,1.01,0.83,111.24,1.72
66,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,66,15,5,1,2.1100000000000003,0.83,111.24,1.72
67,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,67,16,5,1,-0.21999999999999997,0.83,111.24,1.72
68,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,68,17,6,1,-0.78,0.83,111.24,1.72
69,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,69,18,6,1,2.13,0.83,111.24,1.72
70,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,70,19,6,1,3.42,0.83,111.24,1.72
71,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,71,20,6,1,0.5900000000000001,0.83,111.24,1.72
72,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,72,9,2,0,5.77,0.83,111.24,1.72
73,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,73,17,5,1,1.83,0.83,111.24,1.72
74,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,74,3,0,0,3.0,0.83,111.24,1.72
75,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,75,18,5,1,-0.1499999999999999,0.83,111.24,1.72
76,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,76,11,3,1,1.33,0.83,111.24,1.72
77,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,77,13,4,0,7.4399999999999995,0.83,111.24,1.72
78,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,78,10,2,0,4.98,0.83,111.24,1.72
79,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,79,19,5,1,0.75,0.83,111.24,1.72
80,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,80,11,2,0,7.29,0.83,111.24,1.72
81,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,81,5,1,0,4.07,0.83,111.24,1.72
82,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,82,21,6,1,1.65,0.83,111.24,1.72
83,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,83,14,4,0,5.77,0.83,111.24,1.72
84,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,84,20,5,1,1.25,0.83,111.24,1.72
85,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,85,12,3,1,0.020000000000000018,0.83,111.24,1.72
86,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,86,15,4,0,4.42,0.83,111.24,1.72
87,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,87,16,4,0,6.79,0.83,111.24,1.72
88,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,88,13,3,1,-0.33000000000000007,0.83,111.24,1.72
89,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,89,12,2,0,5.5600000000000005,0.83,111.24,1.72
90,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,90,14,3,1,2.54,0.83,111.24,1.72
91,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,91,22,6,1,1.87,0.83,111.24,1.72
92,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,92,17,4,2,10.83,0.83,111.24,1.72
93,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,93,13,2,0,5.82,0.83,111.24,1.72
94,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,94,23,6,1,1.83,0.83,111.24,1.72
95,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,95,24,6,1,1.65,0.83,111.24,1.72
96,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,96,14,2,0,4.39,0.83,111.24,1.72
97,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,97,25,6,1,0.28,0.83,111.24,1.72
98,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,98,18,4,0,4.65,0.83,111.24,1.72
99,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,99,26,6,1,0.0,0.83,111.24,1.72
100,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,100,27,6,1,-1.46,0.83,111.24,1.72
101,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,101,19,4,0,4.57,0.83,111.24,1.72
102,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,102,28,6,1,0.97,0.83,111.24,1.72
103,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,103,29,6,1,0.98,0.83,111.24,1.72
104,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,104,15,3,1,1.58,0.83,111.24,1.72
105,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,105,21,5,1,0.81,0.83,111.24,1.72
106,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,106,22,5,1,2.25,0.83,111.24,1.72
107,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,107,30,6,1,0.6599999999999999,0.83,111.24,1.72
108,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,108,31,6,1,0.42000000000000004,0.83,111.24,1.72
109,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,109,23,5,1,1.38,0.83,111.24,1.72
110,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,110,16,3,1,-0.1499999999999999,0.83,111.24,1.72
111,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,111,24,5,1,1.35,0.83,111.24,1.72
112,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,112,25,5,1,2.16,0.83,111.24,1.72
113,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,113,26,5,1,1.34,0.83,111.24,1.72
114,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,114,20,4,0,4.11,0.83,111.24,1.72
115,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,115,15,2,0,4.12,0.83,111.24,1.72
116,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,116,27,5,1,0.54,0.83,111.24,1.72
117,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,117,4,0,0,6.3,0.83,111.24,1.72
118,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,118,21,4,0,5.15,0.83,111.24,1.72
119,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,119,28,5,1,0.38,0.83,111.24,1.72
120,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,120,32,6,1,-0.10000000000000009,0.83,111.24,1.72
121,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,121,33,6,1,1.0,0.83,111.24,1.72
122,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,122,34,6,1,1.12,0.83,111.24,1.72
123,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,123,16,2,0,3.8600000000000003,0.83,111.24,1.72
124,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,124,35,6,1,0.9299999999999999,0.83,111.24,1.72
125,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,125,36,6,1,0.88,0.83,111.24,1.72
126,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,126,6,1,0,3.3600000000000003,0.83,111.24,1.72
127,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,127,29,5,1,1.6099999999999999,0.83,111.24,1.72
128,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,128,7,1,0,5.31,0.83,111.24,1.72
129,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,129,22,4,0,6.43,0.83,111.24,1.72
130,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,130,30,5,1,2.4699999999999998,0.83,111.24,1.72
131,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,131,17,3,1,0.64,0.83,111.24,1.72
132,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,132,23,4,0,4.92,0.83,111.24,1.72
133,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,133,18,3,1,2.1799999999999997,0.83,111.24,1.72
134,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,134,8,1,0,3.08,0.83,111.24,1.72
135,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,135,31,5,1,1.24,0.83,111.24,1.72
136,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,136,24,4,0,4.37,0.83,111.24,1.72
137,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,137,32,5,1,2.5700000000000003,0.83,111.24,1.72
138,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,138,37,6,1,2.04,0.83,111.24,1.72
139,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,139,19,3,1,1.44,0.83,111.24,1.72
140,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 111.24, 'BETA': 1.72}",64,140,20,3,1,0.42000000000000004,0.83,111.24,1.72
0,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,0,1,6,0,5.1,0.83,64.62,17.14
1,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,1,2,6,0,6.41,0.83,64.62,17.14
2,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,2,3,6,0,3.69,0.83,64.62,17.14
3,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,3,1,4,0,5.26,0.83,64.62,17.14
4,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,4,4,6,0,5.53,0.83,64.62,17.14
5,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,5,1,5,0,5.71,0.83,64.62,17.14
6,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,6,2,4,0,4.14,0.83,64.62,17.14
7,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,7,5,6,2,11.02,0.83,64.62,17.14
8,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,8,3,4,0,5.75,0.83,64.62,17.14
9,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,9,4,4,0,3.7199999999999998,0.83,64.62,17.14
10,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,10,2,5,0,3.56,0.83,64.62,17.14
11,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,11,1,1,0,3.49,0.83,64.62,17.14
12,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,12,3,5,0,6.38,0.83,64.62,17.14
13,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,13,6,6,0,7.0,0.83,64.62,17.14
14,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,14,4,5,0,6.46,0.83,64.62,17.14
15,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,15,5,4,0,5.95,0.83,64.62,17.14
16,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,16,6,4,0,6.16,0.83,64.62,17.14
17,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,17,1,0,0,3.8600000000000003,0.83,64.62,17.14
18,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,18,5,5,0,4.48,0.83,64.62,17.14
19,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,19,6,5,0,4.0,0.83,64.62,17.14
20,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,20,7,6,0,4.71,0.83,64.62,17.14
21,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,21,1,3,0,5.55,0.83,64.62,17.14
22,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,22,8,6,0,5.96,0.83,64.62,17.14
23,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,23,9,6,0,4.49,0.83,64.62,17.14
24,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,24,7,4,0,5.01,0.83,64.62,17.14
25,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,25,1,2,0,6.32,0.83,64.62,17.14
26,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,26,10,6,0,5.55,0.83,64.62,17.14
27,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,27,2,1,0,4.35,0.83,64.62,17.14
28,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,28,2,2,0,5.22,0.83,64.62,17.14
29,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,29,8,4,0,4.56,0.83,64.62,17.14
30,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,30,2,3,0,4.24,0.83,64.62,17.14
31,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,31,9,4,0,6.71,0.83,64.62,17.14
32,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,32,3,3,0,4.76,0.83,64.62,17.14
33,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,33,3,1,0,5.3,0.83,64.62,17.14
34,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,34,2,0,0,4.28,0.83,64.62,17.14
35,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,35,4,1,0,5.86,0.83,64.62,17.14
36,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,36,10,4,0,4.99,0.83,64.62,17.14
37,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,37,4,3,0,5.25,0.83,64.62,17.14
38,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,38,7,5,0,3.3200000000000003,0.83,64.62,17.14
39,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,39,5,3,0,5.45,0.83,64.62,17.14
40,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,40,8,5,0,4.5,0.83,64.62,17.14
41,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,41,6,3,0,7.02,0.83,64.62,17.14
42,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,42,3,2,0,4.28,0.83,64.62,17.14
43,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,43,9,5,0,5.29,0.83,64.62,17.14
44,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,44,11,6,0,5.36,0.83,64.62,17.14
45,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,45,4,2,0,4.35,0.83,64.62,17.14
46,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,46,10,5,0,6.13,0.83,64.62,17.14
47,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,47,11,5,0,3.7,0.83,64.62,17.14
48,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,48,12,6,0,5.47,0.83,64.62,17.14
49,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,49,13,6,0,5.34,0.83,64.62,17.14
50,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,50,14,6,0,2.75,0.83,64.62,17.14
51,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,51,15,6,0,4.3,0.83,64.62,17.14
52,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,52,12,5,0,5.85,0.83,64.62,17.14
53,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,53,13,5,0,5.63,0.83,64.62,17.14
54,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,54,7,3,0,2.67,0.83,64.62,17.14
55,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,55,8,3,0,4.26,0.83,64.62,17.14
56,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,56,11,4,0,2.8,0.83,64.62,17.14
57,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,57,16,6,0,4.45,0.83,64.62,17.14
58,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,58,14,5,0,6.37,0.83,64.62,17.14
59,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,59,9,3,0,6.49,0.83,64.62,17.14
60,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,60,15,5,0,4.3100000000000005,0.83,64.62,17.14
61,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,61,17,6,0,5.38,0.83,64.62,17.14
62,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,62,10,3,0,6.02,0.83,64.62,17.14
63,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,63,5,2,0,3.69,0.83,64.62,17.14
64,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,64,18,6,0,4.03,0.83,64.62,17.14
65,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,65,6,2,0,4.79,0.83,64.62,17.14
66,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,66,12,4,0,6.5600000000000005,0.83,64.62,17.14
67,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,67,19,6,0,3.99,0.83,64.62,17.14
68,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,68,7,2,0,4.09,0.83,64.62,17.14
69,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,69,16,5,0,5.98,0.83,64.62,17.14
70,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,70,8,2,0,4.14,0.83,64.62,17.14
71,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,71,20,6,0,4.78,0.83,64.62,17.14
72,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,72,17,5,0,5.76,0.83,64.62,17.14
73,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,73,21,6,0,4.3,0.83,64.62,17.14
74,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,74,13,4,0,4.57,0.83,64.62,17.14
75,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,75,18,5,0,3.95,0.83,64.62,17.14
76,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,76,5,1,0,5.55,0.83,64.62,17.14
77,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,77,11,3,0,5.82,0.83,64.62,17.14
78,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,78,9,2,0,4.66,0.83,64.62,17.14
79,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,79,12,3,0,4.09,0.83,64.62,17.14
80,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,80,10,2,0,4.23,0.83,64.62,17.14
81,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,81,22,6,0,4.18,0.83,64.62,17.14
82,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,82,19,5,0,4.67,0.83,64.62,17.14
83,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,83,20,5,0,5.17,0.83,64.62,17.14
84,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,84,11,2,0,5.64,0.83,64.62,17.14
85,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,85,21,5,0,4.15,0.83,64.62,17.14
86,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,86,6,1,0,4.82,0.83,64.62,17.14
87,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,87,13,3,0,4.86,0.83,64.62,17.14
88,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,88,14,4,0,5.85,0.83,64.62,17.14
89,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 64.62, 'BETA': 17.14}",65,89,22,5,0,4.2,0.83,64.62,17.14
