,n_locks,simulation,model,model_params,participant,trial,symbol,action,time,DISCOUNT,HORIZON,BETA,occ
5,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,5,0,0,6.82,0.86,129.65,1.8,4
6,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,6,5,2,12.8,0.86,129.65,1.8,32
7,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,7,3,0,4.95,0.86,129.65,1.8,20
8,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,8,2,0,6.41,0.86,129.65,1.8,16
9,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,9,1,0,6.96,0.86,129.65,1.8,8
10,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,10,4,0,6.4399999999999995,0.86,129.65,1.8,24
11,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,11,6,2,11.29,0.86,129.65,1.8,36
12,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,12,6,2,11.7,0.86,129.65,1.8,36
13,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,13,3,2,12.79,0.86,129.65,1.8,20
14,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,14,4,0,5.85,0.86,129.65,1.8,24
15,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,15,6,1,2.25,0.86,129.65,1.8,36
16,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,16,6,1,1.8599999999999999,0.86,129.65,1.8,36
17,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,17,6,1,1.44,0.86,129.65,1.8,36
18,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,18,2,0,5.86,0.86,129.65,1.8,16
19,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,19,6,1,2.6,0.86,129.65,1.8,36
20,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,20,6,1,3.31,0.86,129.65,1.8,36
21,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,21,3,2,12.3,0.86,129.65,1.8,20
22,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,22,5,0,5.93,0.86,129.65,1.8,32
23,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,23,5,0,5.22,0.86,129.65,1.8,32
24,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,24,5,0,5.92,0.86,129.65,1.8,32
25,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,25,4,2,11.45,0.86,129.65,1.8,24
26,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,26,4,0,5.3,0.86,129.65,1.8,24
27,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,27,4,0,5.68,0.86,129.65,1.8,24
28,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,28,3,2,11.36,0.86,129.65,1.8,20
29,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,29,2,0,5.53,0.86,129.65,1.8,16
30,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,30,2,0,6.18,0.86,129.65,1.8,16
31,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,31,6,1,2.2199999999999998,0.86,129.65,1.8,36
32,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,32,1,0,5.74,0.86,129.65,1.8,8
33,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,33,4,0,5.93,0.86,129.65,1.8,24
34,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,34,2,0,6.18,0.86,129.65,1.8,16
35,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,35,5,0,6.1899999999999995,0.86,129.65,1.8,32
36,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,36,2,0,6.47,0.86,129.65,1.8,16
37,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,37,3,1,1.77,0.86,129.65,1.8,20
38,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,38,5,0,6.33,0.86,129.65,1.8,32
39,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,39,4,0,6.37,0.86,129.65,1.8,24
40,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,40,5,2,12.43,0.86,129.65,1.8,32
41,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,41,6,1,2.1100000000000003,0.86,129.65,1.8,36
42,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,42,4,0,6.18,0.86,129.65,1.8,24
43,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,43,6,1,3.08,0.86,129.65,1.8,36
44,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,44,4,0,6.58,0.86,129.65,1.8,24
45,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,45,3,1,1.25,0.86,129.65,1.8,20
46,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,46,3,1,1.04,0.86,129.65,1.8,20
47,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,47,6,1,2.26,0.86,129.65,1.8,36
48,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,48,4,0,5.75,0.86,129.65,1.8,24
49,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,49,2,0,5.34,0.86,129.65,1.8,16
50,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,50,3,1,2.04,0.86,129.65,1.8,20
51,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,51,5,0,5.67,0.86,129.65,1.8,32
52,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,52,5,0,6.26,0.86,129.65,1.8,32
53,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,53,6,1,2.5300000000000002,0.86,129.65,1.8,36
54,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,54,6,1,2.76,0.86,129.65,1.8,36
55,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,55,1,0,6.42,0.86,129.65,1.8,8
56,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,56,4,2,12.06,0.86,129.65,1.8,24
57,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,57,5,0,5.05,0.86,129.65,1.8,32
58,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,58,5,2,13.92,0.86,129.65,1.8,32
59,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,59,6,1,1.9100000000000001,0.86,129.65,1.8,36
60,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,60,6,1,1.53,0.86,129.65,1.8,36
61,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,61,3,1,1.56,0.86,129.65,1.8,20
62,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,62,5,2,12.31,0.86,129.65,1.8,32
63,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,63,5,1,1.95,0.86,129.65,1.8,32
64,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,64,4,0,6.51,0.86,129.65,1.8,24
65,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,65,6,1,2.73,0.86,129.65,1.8,36
66,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,66,5,1,1.32,0.86,129.65,1.8,32
67,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,67,2,0,5.86,0.86,129.65,1.8,16
68,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,68,5,1,1.3,0.86,129.65,1.8,32
69,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,69,6,1,2.05,0.86,129.65,1.8,36
70,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,70,0,0,7.4399999999999995,0.86,129.65,1.8,4
71,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,71,2,0,6.02,0.86,129.65,1.8,16
72,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,72,6,1,1.99,0.86,129.65,1.8,36
73,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,73,1,0,6.07,0.86,129.65,1.8,8
74,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,74,5,1,1.77,0.86,129.65,1.8,32
75,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,75,2,0,5.95,0.86,129.65,1.8,16
76,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,76,4,2,11.21,0.86,129.65,1.8,24
77,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,77,5,1,1.8399999999999999,0.86,129.65,1.8,32
78,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,78,6,1,2.1,0.86,129.65,1.8,36
79,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,79,6,1,2.4,0.86,129.65,1.8,36
80,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,80,2,0,6.52,0.86,129.65,1.8,16
81,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,81,4,0,6.49,0.86,129.65,1.8,24
82,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,82,5,1,2.7199999999999998,0.86,129.65,1.8,32
83,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,83,5,1,2.13,0.86,129.65,1.8,32
84,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,84,5,1,1.69,0.86,129.65,1.8,32
85,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,85,4,0,5.75,0.86,129.65,1.8,24
86,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,86,2,0,5.92,0.86,129.65,1.8,16
87,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,87,3,1,1.13,0.86,129.65,1.8,20
88,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,88,3,1,1.45,0.86,129.65,1.8,20
89,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,89,6,1,1.52,0.86,129.65,1.8,36
90,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,90,6,1,1.76,0.86,129.65,1.8,36
91,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,91,1,0,5.73,0.86,129.65,1.8,8
92,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,92,3,1,2.2800000000000002,0.86,129.65,1.8,20
93,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,93,5,1,2.6399999999999997,0.86,129.65,1.8,32
94,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,94,6,1,2.35,0.86,129.65,1.8,36
95,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,95,5,1,1.76,0.86,129.65,1.8,32
96,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,96,3,1,2.81,0.86,129.65,1.8,20
97,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,97,2,0,5.48,0.86,129.65,1.8,16
98,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,98,6,1,1.71,0.86,129.65,1.8,36
99,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,99,3,1,2.74,0.86,129.65,1.8,20
100,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,100,4,0,6.18,0.86,129.65,1.8,24
101,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,101,4,2,12.04,0.86,129.65,1.8,24
102,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,102,6,1,1.78,0.86,129.65,1.8,36
103,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,103,6,1,2.3600000000000003,0.86,129.65,1.8,36
104,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,104,5,1,1.94,0.86,129.65,1.8,32
105,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,105,0,0,6.41,0.86,129.65,1.8,4
106,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,106,4,1,0.9,0.86,129.65,1.8,24
107,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,107,5,1,1.8399999999999999,0.86,129.65,1.8,32
108,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,108,5,1,1.79,0.86,129.65,1.8,32
109,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,109,3,1,1.09,0.86,129.65,1.8,20
110,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,110,6,1,2.23,0.86,129.65,1.8,36
111,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,111,6,1,2.49,0.86,129.65,1.8,36
112,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,112,4,1,1.6,0.86,129.65,1.8,24
113,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,113,2,0,6.26,0.86,129.65,1.8,16
114,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,114,6,1,1.6099999999999999,0.86,129.65,1.8,36
115,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,115,5,1,2.04,0.86,129.65,1.8,32
116,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,116,6,1,1.74,0.86,129.65,1.8,36
117,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,117,1,0,5.83,0.86,129.65,1.8,8
118,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,118,4,1,1.6400000000000001,0.86,129.65,1.8,24
119,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,119,6,1,2.2,0.86,129.65,1.8,36
120,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,120,4,1,1.3,0.86,129.65,1.8,24
121,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,121,3,1,1.08,0.86,129.65,1.8,20
122,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,122,5,1,1.85,0.86,129.65,1.8,32
123,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,123,6,1,2.29,0.86,129.65,1.8,36
124,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,124,5,1,2.21,0.86,129.65,1.8,32
125,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,125,4,1,2.2,0.86,129.65,1.8,24
126,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,126,3,1,2.98,0.86,129.65,1.8,20
127,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,127,1,0,5.93,0.86,129.65,1.8,8
128,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,128,5,1,2.09,0.86,129.65,1.8,32
129,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,129,6,1,2.09,0.86,129.65,1.8,36
130,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,130,0,0,6.49,0.86,129.65,1.8,4
131,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,131,2,0,6.26,0.86,129.65,1.8,16
132,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,132,6,1,1.44,0.86,129.65,1.8,36
133,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,133,2,0,6.3100000000000005,0.86,129.65,1.8,16
134,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,134,3,1,1.5699999999999998,0.86,129.65,1.8,20
135,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,135,5,1,2.06,0.86,129.65,1.8,32
136,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,136,4,1,2.96,0.86,129.65,1.8,24
137,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,137,4,1,1.42,0.86,129.65,1.8,24
138,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,138,5,1,1.24,0.86,129.65,1.8,32
139,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,139,3,1,3.19,0.86,129.65,1.8,20
140,4,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 129.65, 'BETA': 1.8}",5,140,6,1,2.33,0.86,129.65,1.8,36
0,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,0,6,0,7.279999999999999,0.79,75.7,11.01,36
1,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,1,6,0,5.72,0.79,75.7,11.01,36
2,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,2,0,0,4.97,0.79,75.7,11.01,4
3,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,3,5,0,6.91,0.79,75.7,11.01,32
4,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,4,2,0,6.21,0.79,75.7,11.01,16
5,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,5,6,0,5.3,0.79,75.7,11.01,36
6,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,6,5,0,5.52,0.79,75.7,11.01,32
7,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,7,4,0,6.1899999999999995,0.79,75.7,11.01,24
8,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,8,0,0,6.88,0.79,75.7,11.01,4
9,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,9,3,0,5.68,0.79,75.7,11.01,20
10,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,10,3,0,6.33,0.79,75.7,11.01,20
11,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,11,5,0,5.2,0.79,75.7,11.01,32
12,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,12,5,0,5.86,0.79,75.7,11.01,32
13,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,13,5,0,6.09,0.79,75.7,11.01,32
14,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,14,6,0,5.42,0.79,75.7,11.01,36
15,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,15,4,0,6.23,0.79,75.7,11.01,24
16,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,16,5,0,6.82,0.79,75.7,11.01,32
17,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,17,1,0,6.11,0.79,75.7,11.01,8
18,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,18,4,0,5.93,0.79,75.7,11.01,24
19,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,19,3,0,6.32,0.79,75.7,11.01,20
20,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,20,3,0,5.85,0.79,75.7,11.01,20
21,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,21,6,0,6.92,0.79,75.7,11.01,36
22,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,22,1,0,5.75,0.79,75.7,11.01,8
23,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,23,4,0,6.59,0.79,75.7,11.01,24
24,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,24,5,0,5.65,0.79,75.7,11.01,32
25,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,25,1,0,6.34,0.79,75.7,11.01,8
26,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,26,6,0,5.62,0.79,75.7,11.01,36
27,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,27,4,0,5.41,0.79,75.7,11.01,24
28,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,28,6,0,6.0,0.79,75.7,11.01,36
29,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,29,2,0,5.95,0.79,75.7,11.01,16
30,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,30,5,0,5.54,0.79,75.7,11.01,32
31,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,31,5,0,6.23,0.79,75.7,11.01,32
32,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,32,4,0,6.38,0.79,75.7,11.01,24
33,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,33,4,0,6.11,0.79,75.7,11.01,24
34,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,34,3,0,5.9,0.79,75.7,11.01,20
35,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,35,6,0,6.22,0.79,75.7,11.01,36
36,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,36,6,0,5.42,0.79,75.7,11.01,36
37,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,37,2,0,5.95,0.79,75.7,11.01,16
38,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,38,2,0,6.58,0.79,75.7,11.01,16
39,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,39,2,0,5.75,0.79,75.7,11.01,16
40,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,40,4,0,5.95,0.79,75.7,11.01,24
41,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,41,6,0,6.8100000000000005,0.79,75.7,11.01,36
42,4,1,Discount,"{'DISCOUNT': 0.79, 'HORIZON': 75.7, 'BETA': 11.01}",6,42,5,0,6.82,0.79,75.7,11.01,32
