,n_locks,simulation,model,participant,trial,symbol,action,time
52,4,1,Discount,20,52,2,0,2.1
53,4,1,Discount,20,53,1,0,2.87
54,4,1,Discount,20,54,4,0,0.91
55,4,1,Discount,20,55,6,0,2.35
56,4,1,Discount,20,56,5,0,1.6600000000000001
57,4,1,Discount,20,57,1,0,2.6100000000000003
58,4,1,Discount,20,58,3,0,1.99
59,4,1,Discount,20,59,2,0,2.25
60,4,1,Discount,20,60,2,0,1.03
61,4,1,Discount,20,61,4,0,1.95
62,4,1,Discount,20,62,3,0,2.1399999999999997
63,4,1,Discount,20,63,3,0,2.23
64,4,1,Discount,20,64,0,1,1.72
0,4,1,Discount,21,0,7,0,1.96
1,4,1,Discount,21,1,0,0,2.55
2,4,1,Discount,21,2,1,0,1.37
3,4,1,Discount,21,3,0,0,2.7800000000000002
4,4,1,Discount,21,4,2,0,2.94
5,4,1,Discount,21,5,5,0,1.79
6,4,1,Discount,21,6,1,0,1.46
7,4,1,Discount,21,7,3,0,1.5699999999999998
8,4,1,Discount,21,8,3,0,1.02
9,4,1,Discount,21,9,6,0,1.5899999999999999
10,4,1,Discount,21,10,5,0,3.2
11,4,1,Discount,21,11,6,0,1.8199999999999998
12,4,1,Discount,21,12,0,0,2.2800000000000002
13,4,1,Discount,21,13,2,0,0.89
14,4,1,Discount,21,14,3,0,1.13
15,4,1,Discount,21,15,2,0,2.02
16,4,1,Discount,21,16,0,0,2.27
17,4,1,Discount,21,17,0,0,2.0
18,4,1,Discount,21,18,4,0,2.27
19,4,1,Discount,21,19,5,0,2.75
20,4,1,Discount,21,20,7,0,1.42
21,4,1,Discount,21,21,2,0,1.73
22,4,1,Discount,21,22,4,0,1.17
23,4,1,Discount,21,23,6,0,1.98
24,4,1,Discount,21,24,4,0,2.7800000000000002
25,4,1,Discount,21,25,7,0,2.5
26,4,1,Discount,21,26,1,0,1.79
27,4,1,Discount,21,27,1,0,2.45
28,4,1,Discount,21,28,2,0,2.27
29,4,1,Discount,21,29,4,0,2.63
30,4,1,Discount,21,30,3,0,1.6800000000000002
31,4,1,Discount,21,31,1,0,2.3899999999999997
32,4,1,Discount,21,32,0,0,1.51
33,4,1,Discount,21,33,1,0,2.38
34,4,1,Discount,21,34,7,0,1.79
35,4,1,Discount,21,35,3,0,1.8399999999999999
36,4,1,Discount,21,36,5,0,1.49
37,4,1,Discount,21,37,4,0,2.01
38,4,1,Discount,21,38,4,0,2.66
39,4,1,Discount,21,39,3,0,1.6
40,4,1,Discount,21,40,0,0,3.69
41,4,1,Discount,21,41,1,0,1.98
42,4,1,Discount,21,42,2,0,1.7
43,4,1,Discount,21,43,6,0,2.52
44,4,1,Discount,21,44,0,0,2.1100000000000003
45,4,1,Discount,21,45,0,0,2.08
46,4,1,Discount,21,46,1,0,1.99
47,4,1,Discount,21,47,1,0,2.08
48,4,1,Discount,21,48,7,0,2.34
49,4,1,Discount,21,49,5,2,10.61
50,4,1,Discount,21,50,1,0,1.52
51,4,1,Discount,21,51,0,0,1.99
52,4,1,Discount,21,52,3,0,1.62
53,4,1,Discount,21,53,0,0,0.6699999999999999
54,4,1,Discount,21,54,6,0,1.52
55,4,1,Discount,21,55,4,0,1.7
56,4,1,Discount,21,56,5,0,2.6799999999999997
57,4,1,Discount,21,57,2,0,1.73
58,4,1,Discount,21,58,3,0,1.55
59,4,1,Discount,21,59,2,0,2.75
60,4,1,Discount,21,60,0,0,2.42
61,4,1,Discount,21,61,2,0,2.24
62,4,1,Discount,21,62,4,0,1.42
63,4,1,Discount,21,63,2,0,1.97
64,4,1,Discount,21,64,6,0,1.23
0,4,1,Discount,22,0,7,0,1.8599999999999999
1,4,1,Discount,22,1,6,0,2.0300000000000002
2,4,1,Discount,22,2,4,0,1.62
3,4,1,Discount,22,3,7,0,2.5
4,4,1,Discount,22,4,0,0,1.87
5,4,1,Discount,22,5,2,0,3.14
6,4,1,Discount,22,6,2,0,1.9
7,4,1,Discount,22,7,4,0,1.3
8,4,1,Discount,22,8,2,0,1.26
9,4,1,Discount,22,9,5,0,1.33
10,4,1,Discount,22,10,0,0,2.29
11,4,1,Discount,22,11,7,2,10.42
12,4,1,Discount,22,12,1,0,1.5
13,4,1,Discount,22,13,2,0,2.71
14,4,1,Discount,22,14,6,0,2.8600000000000003
15,4,1,Discount,22,15,3,0,1.6099999999999999
16,4,1,Discount,22,16,1,0,2.02
17,4,1,Discount,22,17,1,0,1.8900000000000001
18,4,1,Discount,22,18,1,0,1.37
19,4,1,Discount,22,19,4,0,1.88
20,4,1,Discount,22,20,5,0,1.85
21,4,1,Discount,22,21,3,0,2.4
22,4,1,Discount,22,22,0,0,1.58
23,4,1,Discount,22,23,0,0,1.6600000000000001
24,4,1,Discount,22,24,0,0,1.54
25,4,1,Discount,22,25,5,2,9.81
26,4,1,Discount,22,26,1,0,2.3899999999999997
27,4,1,Discount,22,27,0,0,1.65
28,4,1,Discount,22,28,3,0,2.0300000000000002
29,4,1,Discount,22,29,4,0,1.8
30,4,1,Discount,22,30,2,0,2.16
31,4,1,Discount,22,31,6,0,2.0700000000000003
32,4,1,Discount,22,32,3,0,1.56
33,4,1,Discount,22,33,1,0,1.77
34,4,1,Discount,22,34,0,0,1.8900000000000001
35,4,1,Discount,22,35,0,0,1.9
36,4,1,Discount,22,36,2,0,1.53
37,4,1,Discount,22,37,2,0,1.94
38,4,1,Discount,22,38,3,2,10.81
39,4,1,Discount,22,39,5,0,1.38
40,4,1,Discount,22,40,7,0,2.99
41,4,1,Discount,22,41,6,0,1.8399999999999999
42,4,1,Discount,22,42,1,0,2.46
43,4,1,Discount,22,43,4,2,9.32
44,4,1,Discount,22,44,0,0,2.46
45,4,1,Discount,22,45,5,0,1.34
46,4,1,Discount,22,46,7,0,1.45
47,4,1,Discount,22,47,2,0,2.49
48,4,1,Discount,22,48,3,0,2.04
49,4,1,Discount,22,49,0,0,2.08
50,4,1,Discount,22,50,1,0,1.73
51,4,1,Discount,22,51,2,2,9.84
52,4,1,Discount,22,52,1,2,10.34
53,4,1,Discount,22,53,3,0,2.62
54,4,1,Discount,22,54,3,0,2.69
55,4,1,Discount,22,55,4,0,1.9100000000000001
56,4,1,Discount,22,56,4,0,1.81
57,4,1,Discount,22,57,0,2,9.88
58,4,1,Discount,22,58,0,0,1.83
59,4,1,Discount,22,59,6,0,2.09
60,4,1,Discount,22,60,2,0,2.45
61,4,1,Discount,22,61,5,0,2.21
62,4,1,Discount,22,62,6,0,2.7199999999999998
63,4,1,Discount,22,63,1,0,1.72
64,4,1,Discount,22,64,4,0,1.72
0,4,1,Discount,23,0,7,0,1.09
1,4,1,Discount,23,1,2,0,1.78
2,4,1,Discount,23,2,1,0,2.4
3,4,1,Discount,23,3,5,0,1.9300000000000002
4,4,1,Discount,23,4,6,0,2.1799999999999997
5,4,1,Discount,23,5,3,0,2.4699999999999998
6,4,1,Discount,23,6,2,0,2.38
7,4,1,Discount,23,7,4,0,1.88
8,4,1,Discount,23,8,5,0,1.8
9,4,1,Discount,23,9,2,0,1.4
10,4,1,Discount,23,10,6,0,1.31
11,4,1,Discount,23,11,5,0,1.62
12,4,1,Discount,23,12,2,0,2.42
13,4,1,Discount,23,13,4,0,2.1399999999999997
14,4,1,Discount,23,14,6,0,1.75
15,4,1,Discount,23,15,3,0,1.56
16,4,1,Discount,23,16,4,0,2.1399999999999997
17,4,1,Discount,23,17,7,2,10.69
18,4,1,Discount,23,18,4,2,10.4
19,4,1,Discount,23,19,0,0,1.78
20,4,1,Discount,23,20,1,0,2.17
21,4,1,Discount,23,21,3,0,1.9300000000000002
22,4,1,Discount,23,22,1,0,2.49
23,4,1,Discount,23,23,0,0,2.41
24,4,1,Discount,23,24,1,0,1.8599999999999999
25,4,1,Discount,23,25,2,0,0.89
26,4,1,Discount,23,26,7,0,1.83
27,4,1,Discount,23,27,0,0,1.18
28,4,1,Discount,23,28,1,0,1.55
29,4,1,Discount,23,29,0,0,1.98
30,4,1,Discount,23,30,3,0,1.79
31,4,1,Discount,23,31,0,0,2.26
32,4,1,Discount,23,32,0,0,1.3599999999999999
33,4,1,Discount,23,33,1,0,1.54
34,4,1,Discount,23,34,2,0,1.94
35,4,1,Discount,23,35,6,2,9.74
36,4,1,Discount,23,36,5,0,2.1799999999999997
37,4,1,Discount,23,37,3,0,1.97
38,4,1,Discount,23,38,0,0,2.69
39,4,1,Discount,23,39,1,0,1.8599999999999999
40,4,1,Discount,23,40,4,0,2.04
41,4,1,Discount,23,41,0,0,3.14
42,4,1,Discount,23,42,2,0,1.6800000000000002
43,4,1,Discount,23,43,4,2,10.120000000000001
44,4,1,Discount,23,44,6,0,2.6799999999999997
45,4,1,Discount,23,45,1,0,2.9
46,4,1,Discount,23,46,0,0,1.26
47,4,1,Discount,23,47,2,0,2.3
48,4,1,Discount,23,48,3,0,2.21
49,4,1,Discount,23,49,3,0,1.92
50,4,1,Discount,23,50,3,0,1.4
51,4,1,Discount,23,51,0,0,1.1
52,4,1,Discount,23,52,1,0,2.37
53,4,1,Discount,23,53,7,0,1.53
54,4,1,Discount,23,54,6,0,2.45
55,4,1,Discount,23,55,4,0,2.56
56,4,1,Discount,23,56,5,0,0.81
57,4,1,Discount,23,57,1,0,2.35
58,4,1,Discount,23,58,0,0,1.47
59,4,1,Discount,23,59,7,0,2.35
60,4,1,Discount,23,60,2,0,1.42
61,4,1,Discount,23,61,0,0,1.55
62,4,1,Discount,23,62,4,0,1.23
63,4,1,Discount,23,63,5,0,2.09
64,4,1,Discount,23,64,2,0,1.11
0,4,1,Discount,24,0,7,2,9.9
1,4,1,Discount,24,1,3,0,1.73
2,4,1,Discount,24,2,3,0,1.69
3,4,1,Discount,24,3,6,0,2.21
4,4,1,Discount,24,4,5,0,2.1799999999999997
5,4,1,Discount,24,5,4,0,1.97
6,4,1,Discount,24,6,0,0,1.48
7,4,1,Discount,24,7,1,0,2.33
8,4,1,Discount,24,8,5,0,1.38
9,4,1,Discount,24,9,0,0,2.05
10,4,1,Discount,24,10,1,0,0.99
11,4,1,Discount,24,11,0,0,1.67
12,4,1,Discount,24,12,4,0,1.77
13,4,1,Discount,24,13,4,0,1.63
14,4,1,Discount,24,14,4,0,3.24
15,4,1,Discount,24,15,2,0,1.8900000000000001
16,4,1,Discount,24,16,5,0,2.13
17,4,1,Discount,24,17,6,0,2.23
18,4,1,Discount,24,18,2,0,1.63
19,4,1,Discount,24,19,0,0,1.38
20,4,1,Discount,24,20,2,0,1.9100000000000001
21,4,1,Discount,24,21,1,0,1.6099999999999999
22,4,1,Discount,24,22,2,0,2.1399999999999997
23,4,1,Discount,24,23,2,0,2.05
24,4,1,Discount,24,24,3,0,0.87
25,4,1,Discount,24,25,1,0,2.73
26,4,1,Discount,24,26,6,0,1.85
27,4,1,Discount,24,27,1,0,2.71
28,4,1,Discount,24,28,3,0,1.35
29,4,1,Discount,24,29,0,0,1.47
30,4,1,Discount,24,30,7,0,2.05
31,4,1,Discount,24,31,7,0,2.15
32,4,1,Discount,24,32,0,0,1.6600000000000001
33,4,1,Discount,24,33,4,0,2.35
34,4,1,Discount,24,34,4,0,1.2
35,4,1,Discount,24,35,0,0,1.46
36,4,1,Discount,24,36,6,0,1.28
37,4,1,Discount,24,37,2,0,1.32
38,4,1,Discount,24,38,0,0,2.6100000000000003
39,4,1,Discount,24,39,2,0,1.49
40,4,1,Discount,24,40,1,0,1.48
41,4,1,Discount,24,41,5,0,1.58
42,4,1,Discount,24,42,7,0,1.9
43,4,1,Discount,24,43,5,0,2.06
44,4,1,Discount,24,44,4,0,2.3600000000000003
45,4,1,Discount,24,45,0,0,1.9100000000000001
46,4,1,Discount,24,46,0,0,1.8399999999999999
47,4,1,Discount,24,47,3,0,1.5
48,4,1,Discount,24,48,7,0,2.2
49,4,1,Discount,24,49,0,0,1.3900000000000001
50,4,1,Discount,24,50,6,0,1.24
51,4,1,Discount,24,51,2,0,1.19
52,4,1,Discount,24,52,6,0,1.37
53,4,1,Discount,24,53,0,0,1.9100000000000001
54,4,1,Discount,24,54,1,0,1.98
55,4,1,Discount,24,55,1,0,1.85
56,4,1,Discount,24,56,3,0,2.2800000000000002
57,4,1,Discount,24,57,1,0,1.9300000000000002
58,4,1,Discount,24,58,1,0,2.1799999999999997
59,4,1,Discount,24,59,4,0,1.6800000000000002
60,4,1,Discount,24,60,3,0,2.02
61,4,1,Discount,24,61,3,0,1.92
62,4,1,Discount,24,62,2,0,2.23
63,4,1,Discount,24,63,2,0,1.28
64,4,1,Discount,24,64,5,0,2.2199999999999998
0,4,1,Discount,25,0,7,0,1.03
1,4,1,Discount,25,1,3,0,1.43
2,4,1,Discount,25,2,0,0,1.08
3,4,1,Discount,25,3,5,0,2.27
4,4,1,Discount,25,4,0,0,1.96
5,4,1,Discount,25,5,0,0,2.19
6,4,1,Discount,25,6,1,0,2.0700000000000003
7,4,1,Discount,25,7,1,0,2.52
8,4,1,Discount,25,8,1,0,2.6799999999999997
9,4,1,Discount,25,9,5,0,0.84
10,4,1,Discount,25,10,3,0,2.19
11,4,1,Discount,25,11,0,0,2.29
12,4,1,Discount,25,12,4,0,1.75
13,4,1,Discount,25,13,1,0,1.96
14,4,1,Discount,25,14,5,0,1.88
15,4,1,Discount,25,15,2,0,1.9
16,4,1,Discount,25,16,0,0,1.5699999999999998
17,4,1,Discount,25,17,3,0,1.8399999999999999
18,4,1,Discount,25,18,6,0,1.94
19,4,1,Discount,25,19,3,0,1.6
20,4,1,Discount,25,20,2,0,1.02
21,4,1,Discount,25,21,4,0,1.96
22,4,1,Discount,25,22,4,0,1.6400000000000001
23,4,1,Discount,25,23,4,0,3.08
24,4,1,Discount,25,24,0,0,2.25
25,4,1,Discount,25,25,2,0,1.69
26,4,1,Discount,25,26,7,0,2.3200000000000003
27,4,1,Discount,25,27,1,0,2.84
28,4,1,Discount,25,28,6,0,2.3600000000000003
29,4,1,Discount,25,29,7,0,1.7
30,4,1,Discount,25,30,2,0,1.5699999999999998
31,4,1,Discount,25,31,6,0,2.92
32,4,1,Discount,25,32,2,0,2.94
33,4,1,Discount,25,33,7,0,1.73
34,4,1,Discount,25,34,3,0,1.8
35,4,1,Discount,25,35,0,0,1.01
36,4,1,Discount,25,36,2,0,1.6
37,4,1,Discount,25,37,4,0,1.58
38,4,1,Discount,25,38,1,0,2.54
39,4,1,Discount,25,39,4,0,2.0700000000000003
40,4,1,Discount,25,40,1,0,2.3600000000000003
41,4,1,Discount,25,41,2,0,2.81
42,4,1,Discount,25,42,3,0,2.23
43,4,1,Discount,25,43,5,0,1.45
44,4,1,Discount,25,44,6,0,2.21
45,4,1,Discount,25,45,4,0,1.88
46,4,1,Discount,25,46,0,0,1.4
47,4,1,Discount,25,47,1,0,1.25
48,4,1,Discount,25,48,5,0,1.6099999999999999
49,4,1,Discount,25,49,3,0,2.7199999999999998
50,4,1,Discount,25,50,1,0,0.76
51,4,1,Discount,25,51,3,0,2.12
52,4,1,Discount,25,52,0,2,9.35
53,4,1,Discount,25,53,2,0,1.25
54,4,1,Discount,25,54,1,0,3.19
55,4,1,Discount,25,55,2,0,1.55
56,4,1,Discount,25,56,0,0,1.53
57,4,1,Discount,25,57,2,0,2.34
58,4,1,Discount,25,58,6,0,1.51
59,4,1,Discount,25,59,7,0,1.87
60,4,1,Discount,25,60,6,0,2.3200000000000003
61,4,1,Discount,25,61,0,0,2.76
62,4,1,Discount,25,62,5,0,0.27
63,4,1,Discount,25,63,0,0,1.65
64,4,1,Discount,25,64,4,0,1.97
0,4,1,Discount,26,0,7,0,1.31
1,4,1,Discount,26,1,1,0,2.04
2,4,1,Discount,26,2,6,0,2.54
3,4,1,Discount,26,3,7,0,1.9
4,4,1,Discount,26,4,1,0,1.8
5,4,1,Discount,26,5,0,0,1.48
6,4,1,Discount,26,6,0,0,3.09
7,4,1,Discount,26,7,5,0,2.52
8,4,1,Discount,26,8,5,0,2.5300000000000002
9,4,1,Discount,26,9,4,0,1.62
10,4,1,Discount,26,10,4,0,1.9
11,4,1,Discount,26,11,6,0,2.08
12,4,1,Discount,26,12,2,0,2.55
13,4,1,Discount,26,13,6,2,9.8
14,4,1,Discount,26,14,1,0,1.81
15,4,1,Discount,26,15,3,0,1.28
16,4,1,Discount,26,16,2,0,1.5899999999999999
17,4,1,Discount,26,17,4,0,2.29
18,4,1,Discount,26,18,1,0,1.11
19,4,1,Discount,26,19,3,0,1.9
20,4,1,Discount,26,20,2,0,2.38
21,4,1,Discount,26,21,2,0,1.9
22,4,1,Discount,26,22,7,0,2.2
23,4,1,Discount,26,23,0,0,2.85
24,4,1,Discount,26,24,1,0,1.69
25,4,1,Discount,26,25,2,0,1.98
26,4,1,Discount,26,26,3,0,1.52
27,4,1,Discount,26,27,0,0,1.8399999999999999
28,4,1,Discount,26,28,0,0,1.49
29,4,1,Discount,26,29,5,2,10.4
30,4,1,Discount,26,30,0,0,1.8599999999999999
31,4,1,Discount,26,31,3,0,1.8599999999999999
32,4,1,Discount,26,32,4,0,1.81
33,4,1,Discount,26,33,7,0,1.9
34,4,1,Discount,26,34,4,0,1.85
35,4,1,Discount,26,35,5,0,2.02
36,4,1,Discount,26,36,7,0,2.45
37,4,1,Discount,26,37,0,0,1.96
38,4,1,Discount,26,38,1,0,2.84
39,4,1,Discount,26,39,4,0,1.58
40,4,1,Discount,26,40,0,0,2.74
41,4,1,Discount,26,41,0,0,1.9300000000000002
42,4,1,Discount,26,42,3,0,1.8399999999999999
43,4,1,Discount,26,43,3,0,2.3
44,4,1,Discount,26,44,2,0,2.45
45,4,1,Discount,26,45,6,0,1.6800000000000002
46,4,1,Discount,26,46,0,0,1.6099999999999999
47,4,1,Discount,26,47,5,0,1.9
48,4,1,Discount,26,48,2,0,1.7
49,4,1,Discount,26,49,3,0,1.75
50,4,1,Discount,26,50,2,0,1.72
51,4,1,Discount,26,51,2,0,2.2199999999999998
52,4,1,Discount,26,52,0,0,2.74
53,4,1,Discount,26,53,4,0,2.13
54,4,1,Discount,26,54,1,0,1.96
55,4,1,Discount,26,55,0,0,1.63
56,4,1,Discount,26,56,1,0,2.0
57,4,1,Discount,26,57,6,0,2.79
58,4,1,Discount,26,58,4,0,2.15
59,4,1,Discount,26,59,6,0,2.5300000000000002
60,4,1,Discount,26,60,1,0,2.52
61,4,1,Discount,26,61,5,0,1.37
62,4,1,Discount,26,62,1,0,1.55
63,4,1,Discount,26,63,2,0,2.04
64,4,1,Discount,26,64,3,0,1.29
0,4,1,Discount,27,0,7,0,1.6099999999999999
1,4,1,Discount,27,1,6,0,1.54
2,4,1,Discount,27,2,4,0,2.26
3,4,1,Discount,27,3,5,0,1.48
4,4,1,Discount,27,4,1,0,2.31
5,4,1,Discount,27,5,2,0,1.9100000000000001
6,4,1,Discount,27,6,2,0,2.31
7,4,1,Discount,27,7,3,0,2.17
8,4,1,Discount,27,8,5,0,1.08
9,4,1,Discount,27,9,1,0,1.54
10,4,1,Discount,27,10,0,0,1.73
11,4,1,Discount,27,11,7,0,2.06
12,4,1,Discount,27,12,7,0,2.51
13,4,1,Discount,27,13,0,0,1.52
14,4,1,Discount,27,14,4,0,2.4
15,4,1,Discount,27,15,0,0,2.21
16,4,1,Discount,27,16,1,0,2.62
17,4,1,Discount,27,17,2,0,1.6
18,4,1,Discount,27,18,2,0,1.09
19,4,1,Discount,27,19,1,0,2.19
20,4,1,Discount,27,20,3,0,2.25
21,4,1,Discount,27,21,6,0,2.7800000000000002
22,4,1,Discount,27,22,4,0,2.24
23,4,1,Discount,27,23,0,0,1.0
24,4,1,Discount,27,24,0,0,1.56
25,4,1,Discount,27,25,6,0,2.63
26,4,1,Discount,27,26,3,0,2.0300000000000002
27,4,1,Discount,27,27,4,0,1.85
28,4,1,Discount,27,28,2,0,1.6800000000000002
29,4,1,Discount,27,29,0,0,1.54
30,4,1,Discount,27,30,5,0,1.69
31,4,1,Discount,27,31,3,0,1.49
32,4,1,Discount,27,32,1,0,1.97
33,4,1,Discount,27,33,2,0,2.2
34,4,1,Discount,27,34,3,0,3.14
35,4,1,Discount,27,35,1,0,2.41
36,4,1,Discount,27,36,1,0,2.1399999999999997
37,4,1,Discount,27,37,2,0,2.48
38,4,1,Discount,27,38,1,0,2.15
39,4,1,Discount,27,39,4,0,2.12
40,4,1,Discount,27,40,6,0,2.06
41,4,1,Discount,27,41,5,0,1.25
42,4,1,Discount,27,42,3,0,2.55
43,4,1,Discount,27,43,0,0,1.05
44,4,1,Discount,27,44,2,0,1.54
45,4,1,Discount,27,45,6,0,1.72
46,4,1,Discount,27,46,4,0,1.9100000000000001
47,4,1,Discount,27,47,0,0,1.33
48,4,1,Discount,27,48,0,0,2.4699999999999998
49,4,1,Discount,27,49,6,0,1.92
50,4,1,Discount,27,50,5,0,1.47
51,4,1,Discount,27,51,4,0,1.81
52,4,1,Discount,27,52,1,0,2.16
53,4,1,Discount,27,53,2,0,2.42
54,4,1,Discount,27,54,7,2,10.24
55,4,1,Discount,27,55,0,0,2.95
56,4,1,Discount,27,56,7,0,2.0300000000000002
57,4,1,Discount,27,57,4,0,2.09
58,4,1,Discount,27,58,2,0,1.76
59,4,1,Discount,27,59,1,0,2.69
60,4,1,Discount,27,60,0,0,1.47
61,4,1,Discount,27,61,3,0,3.4
62,4,1,Discount,27,62,5,0,1.81
63,4,1,Discount,27,63,3,0,1.8599999999999999
64,4,1,Discount,27,64,0,0,2.04
0,4,1,Discount,28,0,7,0,1.34
1,4,1,Discount,28,1,3,0,1.12
2,4,1,Discount,28,2,2,0,2.17
3,4,1,Discount,28,3,6,0,1.77
4,4,1,Discount,28,4,4,0,1.78
5,4,1,Discount,28,5,2,0,1.49
6,4,1,Discount,28,6,5,0,1.72
7,4,1,Discount,28,7,6,0,1.33
8,4,1,Discount,28,8,1,0,1.97
9,4,1,Discount,28,9,5,0,3.3
10,4,1,Discount,28,10,0,0,1.37
11,4,1,Discount,28,11,2,0,1.97
12,4,1,Discount,28,12,7,0,2.35
13,4,1,Discount,28,13,1,0,1.9100000000000001
14,4,1,Discount,28,14,6,0,2.4299999999999997
15,4,1,Discount,28,15,5,0,1.95
16,4,1,Discount,28,16,0,0,1.95
17,4,1,Discount,28,17,1,0,0.71
18,4,1,Discount,28,18,4,0,1.78
19,4,1,Discount,28,19,3,0,2.1
20,4,1,Discount,28,20,2,0,2.05
21,4,1,Discount,28,21,0,0,1.75
22,4,1,Discount,28,22,2,0,2.01
23,4,1,Discount,28,23,7,0,1.42
24,4,1,Discount,28,24,3,0,1.78
25,4,1,Discount,28,25,0,0,2.16
26,4,1,Discount,28,26,1,0,2.79
27,4,1,Discount,28,27,0,0,2.15
28,4,1,Discount,28,28,4,0,1.78
29,4,1,Discount,28,29,1,0,2.8
30,4,1,Discount,28,30,4,0,2.02
31,4,1,Discount,28,31,3,0,0.85
32,4,1,Discount,28,32,0,0,1.7
33,4,1,Discount,28,33,4,0,2.4299999999999997
34,4,1,Discount,28,34,7,0,2.71
35,4,1,Discount,28,35,5,0,1.21
36,4,1,Discount,28,36,0,0,1.52
37,4,1,Discount,28,37,1,0,1.77
38,4,1,Discount,28,38,0,0,1.53
39,4,1,Discount,28,39,1,0,2.74
40,4,1,Discount,28,40,1,0,2.05
41,4,1,Discount,28,41,3,0,1.75
42,4,1,Discount,28,42,6,0,2.06
43,4,1,Discount,28,43,0,0,1.9100000000000001
44,4,1,Discount,28,44,4,0,1.8399999999999999
45,4,1,Discount,28,45,1,0,1.83
46,4,1,Discount,28,46,2,0,2.3899999999999997
47,4,1,Discount,28,47,5,0,1.3599999999999999
48,4,1,Discount,28,48,2,0,1.8
49,4,1,Discount,28,49,0,0,2.13
50,4,1,Discount,28,50,4,0,1.51
51,4,1,Discount,28,51,5,2,10.52
52,4,1,Discount,28,52,7,0,2.3899999999999997
53,4,1,Discount,28,53,3,0,2.06
54,4,1,Discount,28,54,2,0,0.54
55,4,1,Discount,28,55,1,0,2.09
56,4,1,Discount,28,56,4,0,1.38
57,4,1,Discount,28,57,3,0,1.79
58,4,1,Discount,28,58,6,0,1.11
59,4,1,Discount,28,59,0,0,1.87
60,4,1,Discount,28,60,0,0,3.1
61,4,1,Discount,28,61,3,0,0.9
62,4,1,Discount,28,62,2,0,2.56
63,4,1,Discount,28,63,2,0,1.5899999999999999
64,4,1,Discount,28,64,6,0,1.76
0,4,1,Discount,29,0,7,0,2.59
1,4,1,Discount,29,1,7,0,1.62
2,4,1,Discount,29,2,2,0,1.6600000000000001
3,4,1,Discount,29,3,0,0,1.92
4,4,1,Discount,29,4,3,0,2.46
5,4,1,Discount,29,5,1,0,1.62
6,4,1,Discount,29,6,5,0,1.79
7,4,1,Discount,29,7,2,0,2.04
8,4,1,Discount,29,8,6,0,2.8
9,4,1,Discount,29,9,4,0,1.62
10,4,1,Discount,29,10,2,0,1.4
11,4,1,Discount,29,11,3,0,2.66
12,4,1,Discount,29,12,1,0,1.41
13,4,1,Discount,29,13,4,0,1.97
14,4,1,Discount,29,14,4,0,1.75
15,4,1,Discount,29,15,1,0,1.72
16,4,1,Discount,29,16,3,2,9.04
17,4,1,Discount,29,17,1,2,10.01
18,4,1,Discount,29,18,5,0,1.04
19,4,1,Discount,29,19,0,0,2.94
20,4,1,Discount,29,20,0,0,2.6
21,4,1,Discount,29,21,0,0,2.7199999999999998
22,4,1,Discount,29,22,4,0,1.56
23,4,1,Discount,29,23,2,0,1.6400000000000001
24,4,1,Discount,29,24,0,0,2.25
25,4,1,Discount,29,25,1,0,2.42
26,4,1,Discount,29,26,6,0,2.37
27,4,1,Discount,29,27,3,0,1.96
28,4,1,Discount,29,28,2,0,0.77
29,4,1,Discount,29,29,0,0,2.2800000000000002
30,4,1,Discount,29,30,6,0,2.7
31,4,1,Discount,29,31,5,0,2.37
32,4,1,Discount,29,32,7,0,1.92
33,4,1,Discount,29,33,7,0,1.63
34,4,1,Discount,29,34,0,0,2.0300000000000002
35,4,1,Discount,29,35,3,2,10.46
36,4,1,Discount,29,36,1,0,2.65
37,4,1,Discount,29,37,2,0,1.43
38,4,1,Discount,29,38,5,0,1.76
39,4,1,Discount,29,39,4,0,2.49
40,4,1,Discount,29,40,2,2,10.55
41,4,1,Discount,29,41,0,0,2.05
42,4,1,Discount,29,42,7,0,1.74
43,4,1,Discount,29,43,3,0,1.95
44,4,1,Discount,29,44,0,0,2.25
45,4,1,Discount,29,45,5,0,2.31
46,4,1,Discount,29,46,2,0,2.19
47,4,1,Discount,29,47,1,0,2.1799999999999997
48,4,1,Discount,29,48,1,0,2.35
49,4,1,Discount,29,49,0,0,1.72
50,4,1,Discount,29,50,5,0,1.18
51,4,1,Discount,29,51,0,0,1.6400000000000001
52,4,1,Discount,29,52,2,0,2.27
53,4,1,Discount,29,53,1,0,1.87
54,4,1,Discount,29,54,3,0,2.35
55,4,1,Discount,29,55,6,0,2.1399999999999997
56,4,1,Discount,29,56,4,0,2.46
57,4,1,Discount,29,57,6,0,1.46
58,4,1,Discount,29,58,4,0,2.2199999999999998
59,4,1,Discount,29,59,2,0,2.1
60,4,1,Discount,29,60,0,0,2.3899999999999997
61,4,1,Discount,29,61,1,0,2.54
62,4,1,Discount,29,62,4,0,1.8599999999999999
63,4,1,Discount,29,63,3,0,1.63
64,4,1,Discount,29,64,6,0,2.1799999999999997
0,4,1,Discount,30,0,7,0,2.4299999999999997
1,4,1,Discount,30,1,1,0,1.71
2,4,1,Discount,30,2,4,0,1.8900000000000001
3,4,1,Discount,30,3,3,0,1.52
4,4,1,Discount,30,4,6,0,2.41
5,4,1,Discount,30,5,5,0,1.55
6,4,1,Discount,30,6,2,0,1.5
7,4,1,Discount,30,7,3,0,1.7
8,4,1,Discount,30,8,2,0,1.6800000000000002
9,4,1,Discount,30,9,0,0,2.34
