,n_locks,simulation,model,model_params,participant,trial,occurrence,symbol,action,time,DISCOUNT,HORIZON,BETA,occ
95,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,95,21,5,0,4.98,0.88,114.06,17.02,32
96,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,96,22,5,0,4.73,0.88,114.06,17.02,32
97,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,97,26,6,0,3.65,0.88,114.06,17.02,36
98,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,98,13,3,0,5.31,0.88,114.06,17.02,20
99,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,99,16,4,0,4.05,0.88,114.06,17.02,24
100,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,100,17,4,0,4.29,0.88,114.06,17.02,24
101,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,101,23,5,0,5.58,0.88,114.06,17.02,32
102,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,102,18,4,0,5.51,0.88,114.06,17.02,24
103,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,103,27,6,0,4.91,0.88,114.06,17.02,36
104,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,104,14,3,0,4.97,0.88,114.06,17.02,20
105,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,105,14,2,0,4.32,0.88,114.06,17.02,16
106,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,106,19,4,0,5.01,0.88,114.06,17.02,24
107,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,107,28,6,0,5.31,0.88,114.06,17.02,36
108,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,108,15,3,0,4.61,0.88,114.06,17.02,20
109,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,109,8,1,0,4.77,0.88,114.06,17.02,8
110,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,110,24,5,0,6.39,0.88,114.06,17.02,32
111,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,111,4,0,0,5.2,0.88,114.06,17.02,4
112,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,112,29,6,0,4.51,0.88,114.06,17.02,36
113,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,113,25,5,0,3.99,0.88,114.06,17.02,32
114,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,114,26,5,0,5.7,0.88,114.06,17.02,32
115,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,115,30,6,0,3.75,0.88,114.06,17.02,36
116,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,116,16,3,0,5.41,0.88,114.06,17.02,20
117,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,117,31,6,0,6.25,0.88,114.06,17.02,36
118,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,118,27,5,0,6.67,0.88,114.06,17.02,32
119,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,119,17,3,0,5.6,0.88,114.06,17.02,20
120,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,120,32,6,0,5.64,0.88,114.06,17.02,36
121,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,121,20,4,0,5.18,0.88,114.06,17.02,24
122,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,122,33,6,0,6.75,0.88,114.06,17.02,36
123,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,123,34,6,0,5.4,0.88,114.06,17.02,36
124,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,124,35,6,0,4.38,0.88,114.06,17.02,36
125,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,125,21,4,0,5.13,0.88,114.06,17.02,24
126,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,126,28,5,0,6.52,0.88,114.06,17.02,32
127,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,127,36,6,0,5.58,0.88,114.06,17.02,36
128,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,128,29,5,0,4.05,0.88,114.06,17.02,32
129,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,129,22,4,0,5.06,0.88,114.06,17.02,24
130,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,130,15,2,0,5.57,0.88,114.06,17.02,16
131,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,131,23,4,0,2.55,0.88,114.06,17.02,24
132,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,132,24,4,0,6.77,0.88,114.06,17.02,24
133,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,133,18,3,0,5.88,0.88,114.06,17.02,20
134,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,134,19,3,0,5.2,0.88,114.06,17.02,20
135,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,135,37,6,0,4.12,0.88,114.06,17.02,36
136,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,136,20,3,0,6.5,0.88,114.06,17.02,20
137,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,137,30,5,0,5.37,0.88,114.06,17.02,32
138,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,138,31,5,0,6.12,0.88,114.06,17.02,32
139,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,139,16,2,0,4.15,0.88,114.06,17.02,16
140,4,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 114.06, 'BETA': 17.02}",7,140,32,5,0,6.08,0.88,114.06,17.02,32
0,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,0,1,6,0,5.66,0.82,113.74,17.59,36
1,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,1,1,5,0,4.54,0.82,113.74,17.59,32
2,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,2,1,3,0,4.47,0.82,113.74,17.59,20
3,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,3,2,3,0,5.7,0.82,113.74,17.59,20
4,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,4,2,5,0,3.66,0.82,113.74,17.59,32
5,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,5,2,6,0,6.26,0.82,113.74,17.59,36
6,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,6,1,1,0,4.3100000000000005,0.82,113.74,17.59,8
7,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,7,3,5,0,4.22,0.82,113.74,17.59,32
8,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,8,4,5,0,3.05,0.82,113.74,17.59,32
9,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,9,1,2,0,6.6899999999999995,0.82,113.74,17.59,16
10,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,10,1,4,0,6.08,0.82,113.74,17.59,24
11,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,11,2,2,0,3.58,0.82,113.74,17.59,16
12,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,12,5,5,0,5.0,0.82,113.74,17.59,32
13,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,13,3,6,0,3.88,0.82,113.74,17.59,36
14,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,14,3,2,0,5.78,0.82,113.74,17.59,16
15,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,15,2,1,0,3.6,0.82,113.74,17.59,8
16,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,16,2,4,0,5.93,0.82,113.74,17.59,24
17,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,17,3,3,0,6.41,0.82,113.74,17.59,20
18,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,18,3,4,0,5.09,0.82,113.74,17.59,24
19,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,19,4,6,0,5.42,0.82,113.74,17.59,36
20,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,20,6,5,0,5.05,0.82,113.74,17.59,32
21,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,21,4,4,0,5.08,0.82,113.74,17.59,24
22,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,22,5,6,0,5.15,0.82,113.74,17.59,36
23,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,23,4,3,0,4.63,0.82,113.74,17.59,20
24,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,24,5,3,0,2.75,0.82,113.74,17.59,20
25,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,25,6,3,0,5.27,0.82,113.74,17.59,20
26,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,26,5,4,0,5.97,0.82,113.74,17.59,24
27,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,27,6,4,0,4.12,0.82,113.74,17.59,24
28,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,28,6,6,0,4.58,0.82,113.74,17.59,36
29,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,29,7,5,0,6.42,0.82,113.74,17.59,32
30,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,30,7,4,0,5.96,0.82,113.74,17.59,24
31,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,31,1,0,0,5.3,0.82,113.74,17.59,4
32,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,32,7,3,0,4.74,0.82,113.74,17.59,20
33,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,33,8,5,0,5.16,0.82,113.74,17.59,32
34,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,34,7,6,0,5.31,0.82,113.74,17.59,36
35,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,35,9,5,0,4.97,0.82,113.74,17.59,32
36,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,36,8,4,0,5.17,0.82,113.74,17.59,24
37,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,37,9,4,0,5.03,0.82,113.74,17.59,24
38,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,38,2,0,0,5.08,0.82,113.74,17.59,4
39,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,39,8,6,0,4.13,0.82,113.74,17.59,36
40,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,40,9,6,0,3.92,0.82,113.74,17.59,36
41,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,41,4,2,0,5.03,0.82,113.74,17.59,16
42,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,42,3,1,0,5.02,0.82,113.74,17.59,8
43,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,43,8,3,0,5.42,0.82,113.74,17.59,20
44,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,44,4,1,0,5.65,0.82,113.74,17.59,8
45,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,45,10,6,0,5.18,0.82,113.74,17.59,36
46,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,46,11,6,0,5.76,0.82,113.74,17.59,36
47,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,47,10,5,0,4.51,0.82,113.74,17.59,32
48,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,48,12,6,0,3.48,0.82,113.74,17.59,36
49,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,49,11,5,0,6.08,0.82,113.74,17.59,32
50,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,50,12,5,0,5.41,0.82,113.74,17.59,32
51,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,51,5,2,0,5.02,0.82,113.74,17.59,16
52,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,52,13,6,0,3.42,0.82,113.74,17.59,36
53,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,53,13,5,0,7.13,0.82,113.74,17.59,32
54,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,54,9,3,0,4.9,0.82,113.74,17.59,20
55,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,55,10,4,0,4.53,0.82,113.74,17.59,24
56,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,56,6,2,0,4.17,0.82,113.74,17.59,16
57,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,57,14,6,0,5.71,0.82,113.74,17.59,36
58,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,58,7,2,0,5.34,0.82,113.74,17.59,16
59,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,59,14,5,0,5.5,0.82,113.74,17.59,32
60,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,60,8,2,0,3.27,0.82,113.74,17.59,16
61,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,61,15,6,0,5.89,0.82,113.74,17.59,36
62,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,62,15,5,0,3.84,0.82,113.74,17.59,32
63,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,63,10,3,0,5.28,0.82,113.74,17.59,20
64,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,64,16,6,0,3.19,0.82,113.74,17.59,36
65,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,65,17,6,0,6.22,0.82,113.74,17.59,36
66,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,66,11,4,0,4.17,0.82,113.74,17.59,24
67,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,67,16,5,0,7.1,0.82,113.74,17.59,32
68,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,68,18,6,0,4.22,0.82,113.74,17.59,36
69,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,69,12,4,0,6.57,0.82,113.74,17.59,24
70,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,70,19,6,0,3.71,0.82,113.74,17.59,36
71,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,71,20,6,0,5.59,0.82,113.74,17.59,36
72,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,72,21,6,0,5.3,0.82,113.74,17.59,36
73,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,73,11,3,0,5.11,0.82,113.74,17.59,20
74,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,74,5,1,0,4.93,0.82,113.74,17.59,8
75,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,75,9,2,0,3.51,0.82,113.74,17.59,16
76,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,76,17,5,0,4.13,0.82,113.74,17.59,32
77,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,77,13,4,0,5.25,0.82,113.74,17.59,24
78,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,78,10,2,0,4.63,0.82,113.74,17.59,16
79,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,79,18,5,0,4.76,0.82,113.74,17.59,32
80,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,80,14,4,0,4.33,0.82,113.74,17.59,24
81,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,81,19,5,0,4.42,0.82,113.74,17.59,32
82,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,82,6,1,0,4.38,0.82,113.74,17.59,8
83,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,83,20,5,0,5.02,0.82,113.74,17.59,32
84,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,84,22,6,0,7.3,0.82,113.74,17.59,36
85,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,85,3,0,0,7.24,0.82,113.74,17.59,4
86,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,86,21,5,0,6.54,0.82,113.74,17.59,32
87,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,87,12,3,0,6.46,0.82,113.74,17.59,20
88,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,88,15,4,0,4.92,0.82,113.74,17.59,24
89,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,89,13,3,0,2.9,0.82,113.74,17.59,20
90,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,90,14,3,0,6.1,0.82,113.74,17.59,20
91,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,91,16,4,0,4.81,0.82,113.74,17.59,24
92,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,92,23,6,0,6.12,0.82,113.74,17.59,36
93,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,93,24,6,0,4.85,0.82,113.74,17.59,36
94,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,94,25,6,0,4.07,0.82,113.74,17.59,36
95,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,95,26,6,0,6.6,0.82,113.74,17.59,36
96,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,96,17,4,0,4.28,0.82,113.74,17.59,24
97,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,97,22,5,0,4.26,0.82,113.74,17.59,32
98,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,98,23,5,0,4.33,0.82,113.74,17.59,32
99,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,99,24,5,0,6.07,0.82,113.74,17.59,32
100,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,100,18,4,0,3.8200000000000003,0.82,113.74,17.59,24
101,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,101,15,3,0,6.23,0.82,113.74,17.59,20
102,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,102,25,5,0,4.04,0.82,113.74,17.59,32
103,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,103,16,3,0,6.38,0.82,113.74,17.59,20
104,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,104,7,1,0,6.11,0.82,113.74,17.59,8
105,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,105,27,6,0,6.3100000000000005,0.82,113.74,17.59,36
106,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,106,19,4,0,5.65,0.82,113.74,17.59,24
107,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,107,17,3,0,5.14,0.82,113.74,17.59,20
108,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,108,26,5,0,6.03,0.82,113.74,17.59,32
109,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,109,28,6,0,5.46,0.82,113.74,17.59,36
110,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,110,29,6,0,4.46,0.82,113.74,17.59,36
111,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,111,18,3,0,4.47,0.82,113.74,17.59,20
112,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,112,27,5,0,4.47,0.82,113.74,17.59,32
113,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,113,30,6,0,4.05,0.82,113.74,17.59,36
114,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,114,28,5,0,5.06,0.82,113.74,17.59,32
115,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,115,19,3,0,5.6899999999999995,0.82,113.74,17.59,20
116,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,116,29,5,0,4.53,0.82,113.74,17.59,32
117,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,117,4,0,0,4.64,0.82,113.74,17.59,4
118,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,118,11,2,0,3.77,0.82,113.74,17.59,16
119,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,119,31,6,0,5.47,0.82,113.74,17.59,36
120,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,120,20,4,0,4.83,0.82,113.74,17.59,24
121,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,121,12,2,0,3.9,0.82,113.74,17.59,16
122,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,122,21,4,0,5.12,0.82,113.74,17.59,24
123,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,123,30,5,0,5.03,0.82,113.74,17.59,32
124,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,124,31,5,0,3.75,0.82,113.74,17.59,32
125,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,125,32,6,0,3.83,0.82,113.74,17.59,36
126,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,126,33,6,0,4.75,0.82,113.74,17.59,36
127,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,127,22,4,0,4.1,0.82,113.74,17.59,24
128,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,128,23,4,0,5.68,0.82,113.74,17.59,24
129,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 113.74, 'BETA': 17.59}",8,129,13,2,0,4.89,0.82,113.74,17.59,16
