,n_locks,simulation,model,model_params,participant,trial,occurrence,symbol,action,time,DISCOUNT,HORIZON,BETA,occ,total occurrences
133,4,1,Discount,"{'DISCOUNT': 0.96, 'HORIZON': 90.41, 'BETA': 5.86}",17,133,35,6,1,0.29000000000000004,0.96,90.41,5.86,0,36.0
134,4,1,Discount,"{'DISCOUNT': 0.96, 'HORIZON': 90.41, 'BETA': 5.86}",17,134,36,6,1,1.23,0.96,90.41,5.86,0,36.0
135,4,1,Discount,"{'DISCOUNT': 0.96, 'HORIZON': 90.41, 'BETA': 5.86}",17,135,19,3,0,5.35,0.96,90.41,5.86,0,20.0
136,4,1,Discount,"{'DISCOUNT': 0.96, 'HORIZON': 90.41, 'BETA': 5.86}",17,136,37,6,1,0.040000000000000036,0.96,90.41,5.86,0,36.0
137,4,1,Discount,"{'DISCOUNT': 0.96, 'HORIZON': 90.41, 'BETA': 5.86}",17,137,20,3,0,5.34,0.96,90.41,5.86,0,20.0
138,4,1,Discount,"{'DISCOUNT': 0.96, 'HORIZON': 90.41, 'BETA': 5.86}",17,138,32,5,1,1.8900000000000001,0.96,90.41,5.86,0,32.0
139,4,1,Discount,"{'DISCOUNT': 0.96, 'HORIZON': 90.41, 'BETA': 5.86}",17,139,23,4,0,4.8,0.96,90.41,5.86,0,24.0
140,4,1,Discount,"{'DISCOUNT': 0.96, 'HORIZON': 90.41, 'BETA': 5.86}",17,140,24,4,0,4.93,0.96,90.41,5.86,0,24.0
0,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,0,1,6,0,4.75,0.92,79.91,15.85,0,36.0
1,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,1,1,2,0,6.18,0.92,79.91,15.85,0,16.0
2,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,2,1,4,0,5.15,0.92,79.91,15.85,0,24.0
3,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,3,2,6,0,5.98,0.92,79.91,15.85,0,36.0
4,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,4,3,6,0,5.19,0.92,79.91,15.85,0,36.0
5,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,5,1,0,0,3.52,0.92,79.91,15.85,0,4.0
6,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,6,2,4,0,5.09,0.92,79.91,15.85,0,24.0
7,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,7,1,3,0,5.87,0.92,79.91,15.85,0,20.0
8,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,8,4,6,0,5.13,0.92,79.91,15.85,0,36.0
9,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,9,5,6,0,5.99,0.92,79.91,15.85,0,36.0
10,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,10,2,2,0,3.99,0.92,79.91,15.85,0,16.0
11,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,11,1,1,0,4.78,0.92,79.91,15.85,0,8.0
12,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,12,6,6,0,4.55,0.92,79.91,15.85,0,36.0
13,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,13,2,0,0,2.89,0.92,79.91,15.85,0,4.0
14,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,14,1,5,0,3.85,0.92,79.91,15.85,0,32.0
15,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,15,2,5,0,5.28,0.92,79.91,15.85,0,32.0
16,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,16,3,5,0,5.44,0.92,79.91,15.85,0,32.0
17,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,17,4,5,0,4.3100000000000005,0.92,79.91,15.85,0,32.0
18,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,18,3,2,0,2.53,0.92,79.91,15.85,0,16.0
19,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,19,2,1,0,4.25,0.92,79.91,15.85,0,8.0
20,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,20,3,4,0,4.6,0.92,79.91,15.85,0,24.0
21,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,21,7,6,0,4.27,0.92,79.91,15.85,0,36.0
22,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,22,4,4,0,4.1,0.92,79.91,15.85,0,24.0
23,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,23,5,5,0,3.2,0.92,79.91,15.85,0,32.0
24,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,24,5,4,0,5.6899999999999995,0.92,79.91,15.85,0,24.0
25,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,25,6,5,0,3.6399999999999997,0.92,79.91,15.85,0,32.0
26,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,26,7,5,0,3.9699999999999998,0.92,79.91,15.85,0,32.0
27,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,27,2,3,0,4.33,0.92,79.91,15.85,0,20.0
28,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,28,8,6,0,4.3,0.92,79.91,15.85,0,36.0
29,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,29,9,6,0,6.37,0.92,79.91,15.85,0,36.0
30,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,30,8,5,0,5.29,0.92,79.91,15.85,0,32.0
31,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,31,6,4,0,5.25,0.92,79.91,15.85,0,24.0
32,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,32,10,6,0,5.29,0.92,79.91,15.85,0,36.0
33,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,33,9,5,0,5.08,0.92,79.91,15.85,0,32.0
34,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,34,10,5,0,4.78,0.92,79.91,15.85,0,32.0
35,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,35,3,1,0,5.17,0.92,79.91,15.85,0,8.0
36,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,36,3,3,0,4.48,0.92,79.91,15.85,0,20.0
37,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,37,11,6,0,4.88,0.92,79.91,15.85,0,36.0
38,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,38,12,6,0,5.98,0.92,79.91,15.85,0,36.0
39,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,39,7,4,0,5.02,0.92,79.91,15.85,0,24.0
40,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,40,13,6,0,6.66,0.92,79.91,15.85,0,36.0
41,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,41,8,4,0,4.89,0.92,79.91,15.85,0,24.0
42,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,42,4,2,0,5.02,0.92,79.91,15.85,0,16.0
43,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,43,5,2,0,6.52,0.92,79.91,15.85,0,16.0
44,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,44,11,5,0,5.36,0.92,79.91,15.85,0,32.0
45,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,45,4,1,0,5.71,0.92,79.91,15.85,0,8.0
46,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,46,4,3,0,6.91,0.92,79.91,15.85,0,20.0
47,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,47,9,4,0,5.4,0.92,79.91,15.85,0,24.0
48,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,48,10,4,0,4.18,0.92,79.91,15.85,0,24.0
49,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,49,14,6,0,4.41,0.92,79.91,15.85,0,36.0
50,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,50,5,3,0,3.91,0.92,79.91,15.85,0,20.0
51,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,51,6,2,0,4.97,0.92,79.91,15.85,0,16.0
52,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,52,15,6,0,4.03,0.92,79.91,15.85,0,36.0
53,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,53,11,4,0,6.73,0.92,79.91,15.85,0,24.0
54,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,54,12,5,0,3.92,0.92,79.91,15.85,0,32.0
55,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,55,6,3,0,5.19,0.92,79.91,15.85,0,20.0
56,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,56,7,3,0,5.0,0.92,79.91,15.85,0,20.0
57,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,57,16,6,0,5.6899999999999995,0.92,79.91,15.85,0,36.0
58,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,58,8,3,0,6.38,0.92,79.91,15.85,0,20.0
59,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,59,13,5,0,3.84,0.92,79.91,15.85,0,32.0
60,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,60,7,2,0,7.7,0.92,79.91,15.85,0,16.0
61,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,61,9,3,0,5.6,0.92,79.91,15.85,0,20.0
62,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,62,14,5,0,5.42,0.92,79.91,15.85,0,32.0
63,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,63,15,5,0,6.09,0.92,79.91,15.85,0,32.0
64,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,64,8,2,0,5.16,0.92,79.91,15.85,0,16.0
65,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,65,10,3,0,5.77,0.92,79.91,15.85,0,20.0
66,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,66,17,6,0,5.02,0.92,79.91,15.85,0,36.0
67,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,67,16,5,0,4.12,0.92,79.91,15.85,0,32.0
68,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,68,18,6,0,4.86,0.92,79.91,15.85,0,36.0
69,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,69,12,4,0,4.75,0.92,79.91,15.85,0,24.0
70,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,70,19,6,0,5.43,0.92,79.91,15.85,0,36.0
71,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,71,17,5,0,4.91,0.92,79.91,15.85,0,32.0
72,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,72,13,4,0,5.15,0.92,79.91,15.85,0,24.0
73,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,73,11,3,0,4.39,0.92,79.91,15.85,0,20.0
74,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,74,14,4,0,6.07,0.92,79.91,15.85,0,24.0
75,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,75,20,6,0,3.84,0.92,79.91,15.85,0,36.0
76,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,76,12,3,0,4.96,0.92,79.91,15.85,0,20.0
77,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,77,9,2,0,5.11,0.92,79.91,15.85,0,16.0
78,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,78,15,4,0,3.9699999999999998,0.92,79.91,15.85,0,24.0
79,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,79,13,3,0,4.56,0.92,79.91,15.85,0,20.0
80,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,80,21,6,0,4.57,0.92,79.91,15.85,0,36.0
81,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,81,22,6,0,4.73,0.92,79.91,15.85,0,36.0
82,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,82,14,3,0,4.49,0.92,79.91,15.85,0,20.0
83,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,83,3,0,0,5.24,0.92,79.91,15.85,0,4.0
84,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,84,10,2,0,4.54,0.92,79.91,15.85,0,16.0
85,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,85,16,4,0,4.36,0.92,79.91,15.85,0,24.0
86,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,86,18,5,0,5.12,0.92,79.91,15.85,0,32.0
87,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,87,19,5,0,3.9299999999999997,0.92,79.91,15.85,0,32.0
88,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,88,5,1,0,4.93,0.92,79.91,15.85,0,8.0
89,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,89,11,2,0,5.79,0.92,79.91,15.85,0,16.0
90,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,90,17,4,0,6.1899999999999995,0.92,79.91,15.85,0,24.0
91,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,91,18,4,0,6.11,0.92,79.91,15.85,0,24.0
92,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,92,23,6,0,5.39,0.92,79.91,15.85,0,36.0
93,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,93,24,6,0,6.23,0.92,79.91,15.85,0,36.0
94,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,94,15,3,0,4.23,0.92,79.91,15.85,0,20.0
95,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,95,25,6,0,7.18,0.92,79.91,15.85,0,36.0
96,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,96,20,5,0,4.68,0.92,79.91,15.85,0,32.0
97,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,97,4,0,0,6.47,0.92,79.91,15.85,0,4.0
98,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,98,21,5,0,6.92,0.92,79.91,15.85,0,32.0
99,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,99,6,1,0,6.28,0.92,79.91,15.85,0,8.0
100,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,100,26,6,0,3.49,0.92,79.91,15.85,0,36.0
101,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,101,12,2,0,4.57,0.92,79.91,15.85,0,16.0
102,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,102,16,3,0,5.78,0.92,79.91,15.85,0,20.0
103,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,103,22,5,0,2.42,0.92,79.91,15.85,0,32.0
104,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,104,17,3,0,3.0700000000000003,0.92,79.91,15.85,0,20.0
105,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,105,23,5,0,6.67,0.92,79.91,15.85,0,32.0
106,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,106,27,6,0,3.74,0.92,79.91,15.85,0,36.0
107,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,107,24,5,0,4.77,0.92,79.91,15.85,0,32.0
108,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,108,28,6,0,5.91,0.92,79.91,15.85,0,36.0
109,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,109,13,2,0,5.8100000000000005,0.92,79.91,15.85,0,16.0
110,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,110,18,3,0,3.8200000000000003,0.92,79.91,15.85,0,20.0
111,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,111,14,2,0,4.56,0.92,79.91,15.85,0,16.0
112,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,112,19,4,0,5.44,0.92,79.91,15.85,0,24.0
113,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,113,7,1,0,4.73,0.92,79.91,15.85,0,8.0
114,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,114,25,5,0,6.02,0.92,79.91,15.85,0,32.0
115,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,115,29,6,0,5.21,0.92,79.91,15.85,0,36.0
116,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,116,15,2,0,6.11,0.92,79.91,15.85,0,16.0
117,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,117,30,6,0,5.5,0.92,79.91,15.85,0,36.0
118,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,118,8,1,0,5.35,0.92,79.91,15.85,0,8.0
119,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,119,16,2,0,6.04,0.92,79.91,15.85,0,16.0
120,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,120,31,6,0,5.65,0.92,79.91,15.85,0,36.0
121,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,121,26,5,0,4.18,0.92,79.91,15.85,0,32.0
122,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,122,27,5,0,4.3100000000000005,0.92,79.91,15.85,0,32.0
123,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,123,20,4,0,7.04,0.92,79.91,15.85,0,24.0
124,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,124,32,6,0,4.96,0.92,79.91,15.85,0,36.0
125,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,125,33,6,0,6.4399999999999995,0.92,79.91,15.85,0,36.0
126,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,126,21,4,0,4.57,0.92,79.91,15.85,0,24.0
127,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,127,34,6,0,4.81,0.92,79.91,15.85,0,36.0
128,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,128,28,5,0,5.13,0.92,79.91,15.85,0,32.0
129,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,129,29,5,0,4.73,0.92,79.91,15.85,0,32.0
130,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,130,22,4,0,7.63,0.92,79.91,15.85,0,24.0
131,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,131,30,5,0,6.12,0.92,79.91,15.85,0,32.0
132,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,132,35,6,0,7.46,0.92,79.91,15.85,0,36.0
133,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,133,31,5,0,4.83,0.92,79.91,15.85,0,32.0
134,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,134,19,3,0,3.85,0.92,79.91,15.85,0,20.0
135,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,135,36,6,0,6.74,0.92,79.91,15.85,0,36.0
136,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,136,23,4,0,6.13,0.92,79.91,15.85,0,24.0
137,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,137,37,6,0,4.79,0.92,79.91,15.85,0,36.0
138,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,138,32,5,0,5.47,0.92,79.91,15.85,0,32.0
139,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,139,24,4,0,6.32,0.92,79.91,15.85,0,24.0
140,4,1,Discount,"{'DISCOUNT': 0.92, 'HORIZON': 79.91, 'BETA': 15.85}",18,140,20,3,0,5.66,0.92,79.91,15.85,0,20.0
0,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,0,1,6,0,6.77,0.87,147.25,1.64,0,36.0
1,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,1,2,6,0,6.37,0.87,147.25,1.64,0,36.0
2,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,2,1,5,0,5.97,0.87,147.25,1.64,0,32.0
3,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,3,1,3,0,4.8,0.87,147.25,1.64,0,20.0
4,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,4,2,5,2,11.83,0.87,147.25,1.64,0,32.0
5,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,5,1,4,2,10.04,0.87,147.25,1.64,0,24.0
6,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,6,3,6,2,12.4,0.87,147.25,1.64,0,36.0
7,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,7,3,5,2,9.0,0.87,147.25,1.64,0,32.0
8,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,8,1,2,0,4.4,0.87,147.25,1.64,0,16.0
9,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,9,2,4,2,10.28,0.87,147.25,1.64,0,24.0
10,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,10,2,3,0,6.53,0.87,147.25,1.64,0,20.0
11,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,11,4,6,0,4.95,0.87,147.25,1.64,0,36.0
12,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,12,4,5,0,5.17,0.87,147.25,1.64,0,32.0
13,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,13,2,2,0,4.32,0.87,147.25,1.64,0,16.0
14,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,14,3,3,0,4.93,0.87,147.25,1.64,0,20.0
15,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,15,5,5,0,5.89,0.87,147.25,1.64,0,32.0
16,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 147.25, 'BETA': 1.64}",19,16,1,1,0,4.68,0.87,147.25,1.64,0,8.0
