ExportDate,RecordingResolution,RecordingTimestamp,EyeTrackerTimestamp,FixationIndex,SaccadeIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),GazePointIndex,GazePointX (ADCSpx),GazePointY (ADCSpx),DistanceLeft,DistanceRight,PupilLeft,PupilRight,ValidityLeft,ValidityRight
27/10/2015,1280 x 1024,47261,1.42679E+15,114,,Fixation,241,1034,182,5644,1026,181,630.13,630.13,3.57,3.38,0,0
27/10/2015,1280 x 1024,47269,1.42679E+15,114,,Fixation,241,1034,182,5645,1025,183,630.13,630.13,3.57,3.38,0,0
27/10/2015,1280 x 1024,47278,1.42679E+15,114,,Fixation,241,1034,182,5646,1024,176,630.14,630.14,3.57,3.39,0,0
27/10/2015,1280 x 1024,47286,1.42679E+15,114,,Fixation,241,1034,182,5647,1027,183,630.18,630.18,3.55,3.38,0,0
27/10/2015,1280 x 1024,47294,1.42679E+15,114,,Fixation,241,1034,182,5648,1028,182,630.28,630.28,3.53,3.36,0,0
27/10/2015,1280 x 1024,47303,1.42679E+15,114,,Fixation,241,1034,182,5649,1025,186,630.41,630.41,3.52,3.37,0,0
27/10/2015,1280 x 1024,47311,1.42679E+15,114,,Fixation,241,1034,182,5650,1026,185,630.52,630.52,3.53,3.37,0,0
27/10/2015,1280 x 1024,47319,1.42679E+15,114,,Fixation,241,1034,182,5651,1032,181,630.58,630.58,3.54,3.36,0,0
27/10/2015,1280 x 1024,47327,1.42679E+15,114,,Fixation,241,1034,182,5652,1034,184,630.63,630.63,3.52,3.35,0,0
27/10/2015,1280 x 1024,47336,1.42679E+15,114,,Fixation,241,1034,182,5653,1033,183,630.71,630.71,3.5,3.36,0,0
27/10/2015,1280 x 1024,47344,1.42679E+15,114,,Fixation,241,1034,182,5654,1031,182,630.78,630.78,3.5,3.35,0,0
27/10/2015,1280 x 1024,47352,1.42679E+15,114,,Fixation,241,1034,182,5655,1032,183,630.85,630.85,3.51,3.33,0,0
27/10/2015,1280 x 1024,47361,1.42679E+15,114,,Fixation,241,1034,182,5656,1034,180,630.99,630.99,3.5,3.33,0,0
27/10/2015,1280 x 1024,47369,1.42679E+15,114,,Fixation,241,1034,182,5657,1035,179,631.1,631.1,3.49,3.34,0,0
27/10/2015,1280 x 1024,47377,1.42679E+15,114,,Fixation,241,1034,182,5658,1036,182,631.16,631.16,3.48,3.32,0,0
27/10/2015,1280 x 1024,47386,1.42679E+15,114,,Fixation,241,1034,182,5659,1036,179,631.28,631.28,3.47,3.31,0,0
27/10/2015,1280 x 1024,47394,1.42679E+15,114,,Fixation,241,1034,182,5660,1035,179,631.41,631.41,3.46,3.32,0,0
27/10/2015,1280 x 1024,47402,1.42679E+15,114,,Fixation,241,1034,182,5661,1037,183,631.49,631.49,3.47,3.31,0,0
27/10/2015,1280 x 1024,47411,1.42679E+15,114,,Fixation,241,1034,182,5662,1039,186,631.54,631.54,3.48,3.31,0,0
27/10/2015,1280 x 1024,47419,1.42679E+15,114,,Fixation,241,1034,182,5663,1041,184,631.67,631.67,3.47,3.31,0,0
27/10/2015,1280 x 1024,47427,1.42679E+15,114,,Fixation,241,1034,182,5664,1039,182,631.77,631.77,3.47,3.3,0,0
27/10/2015,1280 x 1024,47436,1.42679E+15,114,,Fixation,241,1034,182,5665,1037,182,631.83,631.83,3.47,3.29,0,0
27/10/2015,1280 x 1024,47444,1.42679E+15,114,,Fixation,241,1034,182,5666,1037,184,631.85,631.85,3.44,3.29,0,0
27/10/2015,1280 x 1024,47452,1.42679E+15,114,,Fixation,241,1034,182,5667,1036,184,631.83,631.83,3.44,3.29,0,0
27/10/2015,1280 x 1024,47461,1.42679E+15,114,,Fixation,241,1034,182,5668,1039,180,631.82,631.82,3.44,3.29,0,0
27/10/2015,1280 x 1024,47469,1.42679E+15,114,,Fixation,241,1034,182,5669,1045,177,631.94,631.94,3.44,3.28,0,0
27/10/2015,1280 x 1024,47477,1.42679E+15,114,,Fixation,241,1034,182,5670,1052,170,631.89,631.89,3.44,3.28,0,0
27/10/2015,1280 x 1024,47486,1.42679E+15,,118,Saccade,17,,,5671,1059,168,631.66,631.66,3.43,3.29,0,0
27/10/2015,1280 x 1024,47494,1.42679E+15,,118,Saccade,17,,,5672,1074,160,631.72,631.72,3.42,3.27,0,0
27/10/2015,1280 x 1024,47502,1.42679E+15,115,,Fixation,608,1087,147,5673,1076,154,631.82,631.82,3.42,3.27,0,0
27/10/2015,1280 x 1024,47511,1.42679E+15,115,,Fixation,608,1087,147,5674,1075,154,631.83,631.83,3.43,3.27,0,0
27/10/2015,1280 x 1024,47519,1.42679E+15,115,,Fixation,608,1087,147,5675,1076,155,631.81,631.81,3.43,3.27,0,0
27/10/2015,1280 x 1024,47527,1.42679E+15,115,,Fixation,608,1087,147,5676,1074,155,631.71,631.71,3.42,3.26,0,0
27/10/2015,1280 x 1024,47536,1.42679E+15,115,,Fixation,608,1087,147,5677,1073,154,631.55,631.55,3.43,3.26,0,0
27/10/2015,1280 x 1024,47544,1.42679E+15,115,,Fixation,608,1087,147,5678,1073,155,631.47,631.47,3.43,3.27,0,0
27/10/2015,1280 x 1024,47552,1.42679E+15,115,,Fixation,608,1087,147,5679,1072,157,631.44,631.44,3.42,3.27,0,0
27/10/2015,1280 x 1024,47561,1.42679E+15,115,,Fixation,608,1087,147,5680,1072,152,631.39,631.39,3.43,3.26,0,0
27/10/2015,1280 x 1024,47569,1.42679E+15,115,,Fixation,608,1087,147,5681,1072,151,631.33,631.33,3.43,3.27,0,0
27/10/2015,1280 x 1024,47577,1.42679E+15,115,,Fixation,608,1087,147,5682,1073,151,631.29,631.29,3.42,3.27,0,0
27/10/2015,1280 x 1024,47586,1.42679E+15,115,,Fixation,608,1087,147,5683,1073,152,631.18,631.18,3.42,3.26,0,0
27/10/2015,1280 x 1024,47594,1.42679E+15,115,,Fixation,608,1087,147,5684,1070,153,631.08,631.08,3.43,3.26,0,0
27/10/2015,1280 x 1024,47602,1.42679E+15,115,,Fixation,608,1087,147,5685,1068,151,631.01,631.01,3.42,3.26,0,0
27/10/2015,1280 x 1024,47611,1.42679E+15,115,,Fixation,608,1087,147,5686,1069,150,630.93,630.93,3.42,3.27,0,0
27/10/2015,1280 x 1024,47619,1.42679E+15,115,,Fixation,608,1087,147,5687,1069,151,630.81,630.81,3.42,3.27,0,0
27/10/2015,1280 x 1024,47627,1.42679E+15,115,,Fixation,608,1087,147,5688,1069,149,630.67,630.67,3.42,3.27,0,0
27/10/2015,1280 x 1024,47636,1.42679E+15,115,,Fixation,608,1087,147,5689,1070,151,630.54,630.54,3.43,3.27,0,0
27/10/2015,1280 x 1024,47644,1.42679E+15,115,,Fixation,608,1087,147,5690,1068,153,630.42,630.42,3.43,3.28,0,0
27/10/2015,1280 x 1024,47652,1.42679E+15,115,,Fixation,608,1087,147,5691,1069,153,630.29,630.29,3.42,3.28,0,0
27/10/2015,1280 x 1024,47661,1.42679E+15,115,,Fixation,608,1087,147,5692,1072,152,630.17,630.17,3.43,3.27,0,0
27/10/2015,1280 x 1024,47669,1.42679E+15,115,,Fixation,608,1087,147,5693,1072,153,630.1,630.1,3.43,3.28,0,0
27/10/2015,1280 x 1024,47677,1.42679E+15,115,,Fixation,608,1087,147,5694,1071,154,630.02,630.02,3.44,3.28,0,0
27/10/2015,1280 x 1024,47686,1.42679E+15,115,,Fixation,608,1087,147,5695,1068,154,629.94,629.94,3.45,3.3,0,0
27/10/2015,1280 x 1024,47694,1.42679E+15,115,,Fixation,608,1087,147,5696,1070,153,629.84,629.84,3.45,3.3,0,0
27/10/2015,1280 x 1024,47702,1.42679E+15,115,,Fixation,608,1087,147,5697,1073,152,629.72,629.72,3.45,3.29,0,0
27/10/2015,1280 x 1024,47711,1.42679E+15,115,,Fixation,608,1087,147,5698,1072,152,629.58,629.58,3.44,3.29,0,0
27/10/2015,1280 x 1024,47719,1.42679E+15,115,,Fixation,608,1087,147,5699,1072,156,629.5,629.5,3.45,3.28,0,0
27/10/2015,1280 x 1024,47727,1.42679E+15,115,,Fixation,608,1087,147,5700,1074,156,629.46,629.46,3.46,3.29,0,0
27/10/2015,1280 x 1024,47736,1.42679E+15,115,,Fixation,608,1087,147,5701,1073,154,629.39,629.39,3.46,3.3,0,0
27/10/2015,1280 x 1024,47744,1.42679E+15,115,,Fixation,608,1087,147,5702,1077,151,629.28,629.28,3.46,3.31,0,0
27/10/2015,1280 x 1024,47752,1.42679E+15,115,,Fixation,608,1087,147,5703,1085,144,629.22,629.22,3.45,3.31,0,0
27/10/2015,1280 x 1024,47761,1.42679E+15,115,,Fixation,608,1087,147,5704,1087,138,629.24,629.24,3.45,3.32,0,0
27/10/2015,1280 x 1024,47769,1.42679E+15,115,,Fixation,608,1087,147,5705,1085,133,629.16,629.16,3.46,3.31,0,0
27/10/2015,1280 x 1024,47777,1.42679E+15,115,,Fixation,608,1087,147,5706,1088,137,629.04,629.04,3.47,3.3,0,0
27/10/2015,1280 x 1024,47786,1.42679E+15,115,,Fixation,608,1087,147,5707,1090,136,628.98,628.98,3.49,3.33,0,0
27/10/2015,1280 x 1024,47794,1.42679E+15,115,,Fixation,608,1087,147,5708,1095,136,628.94,628.94,3.5,3.33,0,0
27/10/2015,1280 x 1024,47802,1.42679E+15,115,,Fixation,608,1087,147,5709,1095,139,628.92,628.92,3.48,3.33,0,0
27/10/2015,1280 x 1024,47811,1.42679E+15,115,,Fixation,608,1087,147,5710,1094,138,628.9,628.9,3.48,3.33,0,0
27/10/2015,1280 x 1024,47819,1.42679E+15,115,,Fixation,608,1087,147,5711,1094,139,628.85,628.85,3.48,3.32,0,0
27/10/2015,1280 x 1024,47827,1.42679E+15,115,,Fixation,608,1087,147,5712,1095,141,628.81,628.81,3.47,3.33,0,0
27/10/2015,1280 x 1024,47835,1.42679E+15,115,,Fixation,608,1087,147,5713,1094,140,628.73,628.73,3.47,3.32,0,0
27/10/2015,1280 x 1024,47844,1.42679E+15,115,,Fixation,608,1087,147,5714,1096,139,628.64,628.64,3.47,3.33,0,0
27/10/2015,1280 x 1024,47852,1.42679E+15,115,,Fixation,608,1087,147,5715,1096,141,628.58,628.58,3.47,3.33,0,0
27/10/2015,1280 x 1024,47860,1.42679E+15,115,,Fixation,608,1087,147,5716,1094,141,628.55,628.55,3.47,3.34,0,0
27/10/2015,1280 x 1024,47869,1.42679E+15,115,,Fixation,608,1087,147,5717,1094,143,628.54,628.54,3.48,3.35,0,0
27/10/2015,1280 x 1024,47877,1.42679E+15,115,,Fixation,608,1087,147,5718,1096,142,628.54,628.54,3.47,3.35,0,0
27/10/2015,1280 x 1024,47885,1.42679E+15,115,,Fixation,608,1087,147,5719,1100,140,628.51,628.51,3.47,3.35,0,0
27/10/2015,1280 x 1024,47894,1.42679E+15,115,,Fixation,608,1087,147,5720,1102,140,628.5,628.5,3.47,3.36,0,0
27/10/2015,1280 x 1024,47902,1.42679E+15,115,,Fixation,608,1087,147,5721,1102,140,628.49,628.49,3.47,3.35,0,0
27/10/2015,1280 x 1024,47910,1.42679E+15,115,,Fixation,608,1087,147,5722,1100,143,628.44,628.44,3.48,3.34,0,0
27/10/2015,1280 x 1024,47919,1.42679E+15,115,,Fixation,608,1087,147,5723,1098,142,628.43,628.43,3.48,3.35,0,0
27/10/2015,1280 x 1024,47927,1.42679E+15,115,,Fixation,608,1087,147,5724,1099,142,628.47,628.47,3.49,3.34,0,0
27/10/2015,1280 x 1024,47935,1.42679E+15,115,,Fixation,608,1087,147,5725,1100,144,628.5,628.5,3.5,3.36,0,0
27/10/2015,1280 x 1024,47944,1.42679E+15,115,,Fixation,608,1087,147,5726,1102,144,628.5,628.5,3.51,3.35,0,0
27/10/2015,1280 x 1024,47952,1.42679E+15,115,,Fixation,608,1087,147,5727,1106,144,628.45,628.45,3.5,3.35,0,0
27/10/2015,1280 x 1024,47960,1.42679E+15,115,,Fixation,608,1087,147,5728,1103,144,628.39,628.39,3.51,3.37,0,0
27/10/2015,1280 x 1024,47969,1.42679E+15,115,,Fixation,608,1087,147,5729,1101,143,628.41,628.41,3.52,3.37,0,0
27/10/2015,1280 x 1024,47977,1.42679E+15,115,,Fixation,608,1087,147,5730,1101,144,628.49,628.49,3.52,3.36,0,0
27/10/2015,1280 x 1024,47985,1.42679E+15,115,,Fixation,608,1087,147,5731,1103,145,628.54,628.54,3.51,3.37,0,0
27/10/2015,1280 x 1024,47994,1.42679E+15,115,,Fixation,608,1087,147,5732,1104,146,628.59,628.59,3.5,3.37,0,0
27/10/2015,1280 x 1024,48002,1.42679E+15,115,,Fixation,608,1087,147,5733,1103,143,628.64,628.64,3.5,3.36,0,0
27/10/2015,1280 x 1024,48010,1.42679E+15,115,,Fixation,608,1087,147,5734,1101,147,628.7,628.7,3.5,3.36,0,0
27/10/2015,1280 x 1024,48019,1.42679E+15,115,,Fixation,608,1087,147,5735,1106,143,628.77,628.77,3.51,3.36,0,0
27/10/2015,1280 x 1024,48027,1.42679E+15,115,,Fixation,608,1087,147,5736,1107,144,628.84,628.84,3.53,3.37,0,0
27/10/2015,1280 x 1024,48035,1.42679E+15,115,,Fixation,608,1087,147,5737,1103,142,628.96,628.96,3.52,3.37,0,0
27/10/2015,1280 x 1024,48044,1.42679E+15,115,,Fixation,608,1087,147,5738,1098,143,629.17,629.17,3.52,3.37,0,0
27/10/2015,1280 x 1024,48052,1.42679E+15,115,,Fixation,608,1087,147,5739,1097,147,629.4,629.4,3.53,3.38,0,0
27/10/2015,1280 x 1024,48060,1.42679E+15,115,,Fixation,608,1087,147,5740,1095,150,629.66,629.66,3.51,3.4,0,0
27/10/2015,1280 x 1024,48069,1.42679E+15,115,,Fixation,608,1087,147,5741,1092,146,629.98,629.98,3.52,3.4,0,0
27/10/2015,1280 x 1024,48077,1.42679E+15,115,,Fixation,608,1087,147,5742,1092,150,630.47,630.47,3.53,3.37,0,0
27/10/2015,1280 x 1024,48085,1.42679E+15,115,,Fixation,608,1087,147,5743,1089,155,631.1,631.1,3.52,3.37,0,0
27/10/2015,1280 x 1024,48094,1.42679E+15,115,,Fixation,608,1087,147,5744,1089,158,631.79,631.79,3.52,3.37,0,0
27/10/2015,1280 x 1024,48102,1.42679E+15,115,,Fixation,608,1087,147,5745,1090,157,632.4,632.4,3.53,3.37,0,0
27/10/2015,1280 x 1024,48110,1.42679E+15,,119,Saccade,8,,,5746,1106,150,632.82,,3.53,,0,4
27/10/2015,1280 x 1024,48119,1.42679E+15,,,Unclassified,58,,,5747,1110,143,633.26,,3.53,,0,4
27/10/2015,1280 x 1024,48127,1.42679E+15,,,Unclassified,58,,,5748,1107,139,633.74,,3.54,,0,4
27/10/2015,1280 x 1024,48135,1.42679E+15,,,Unclassified,58,,,5749,1107,139,634.35,,3.55,,0,4
27/10/2015,1280 x 1024,48144,1.42679E+15,,,Unclassified,58,,,5750,1104,130,634.98,,3.56,,0,4
27/10/2015,1280 x 1024,48152,1.42679E+15,,,Unclassified,58,,,5751,1105,131,635.58,,3.55,,0,4
27/10/2015,1280 x 1024,48160,1.42679E+15,,,Unclassified,58,,,5752,1109,136,636.15,,3.56,,0,4
27/10/2015,1280 x 1024,48169,1.42679E+15,,,Unclassified,58,,,5753,1107,141,636.76,,3.56,,0,4
27/10/2015,1280 x 1024,48177,1.42679E+15,,,Unclassified,8,,,5754,1104,145,637.34,,3.56,,0,4
27/10/2015,1280 x 1024,48185,1.42679E+15,,,Unclassified,192,,,5755,,,,,,,4,4
27/10/2015,1280 x 1024,48194,1.42679E+15,,,Unclassified,192,,,5756,,,,,,,4,4
27/10/2015,1280 x 1024,48202,1.42679E+15,,,Unclassified,192,,,5757,,,,,,,4,4
27/10/2015,1280 x 1024,48210,1.42679E+15,,,Unclassified,192,,,5758,,,,,,,4,4
27/10/2015,1280 x 1024,48219,1.42679E+15,,,Unclassified,192,,,5759,,,,,,,4,4
27/10/2015,1280 x 1024,48227,1.42679E+15,,,Unclassified,192,,,5760,,,,,,,4,4
27/10/2015,1280 x 1024,48235,1.42679E+15,,,Unclassified,192,,,5761,,,,,,,4,4
27/10/2015,1280 x 1024,48244,1.42679E+15,,,Unclassified,192,,,5762,,,,,,,4,4
27/10/2015,1280 x 1024,48252,1.42679E+15,,,Unclassified,192,,,5763,,,,,,,4,4
27/10/2015,1280 x 1024,48260,1.42679E+15,,,Unclassified,192,,,5764,,,,,,,4,4
27/10/2015,1280 x 1024,48269,1.42679E+15,,,Unclassified,192,,,5765,,,,,,,4,4
27/10/2015,1280 x 1024,48277,1.42679E+15,,,Unclassified,192,,,5766,,,,,,,4,4
27/10/2015,1280 x 1024,48285,1.42679E+15,,,Unclassified,192,,,5767,,,,,,,4,4
27/10/2015,1280 x 1024,48294,1.42679E+15,,,Unclassified,192,,,5768,,,,,,,4,4
27/10/2015,1280 x 1024,48302,1.42679E+15,,,Unclassified,192,,,5769,,,,,,,4,4
27/10/2015,1280 x 1024,48310,1.42679E+15,,,Unclassified,192,,,5770,,,,,,,4,4
27/10/2015,1280 x 1024,48319,1.42679E+15,,,Unclassified,192,,,5771,,,,,,,4,4
27/10/2015,1280 x 1024,48327,1.42679E+15,,,Unclassified,192,,,5772,,,,,,,4,4
27/10/2015,1280 x 1024,48335,1.42679E+15,,,Unclassified,192,,,5773,,,,,,,4,4
27/10/2015,1280 x 1024,48344,1.42679E+15,,,Unclassified,192,,,5774,,,,,,,4,4
27/10/2015,1280 x 1024,48352,1.42679E+15,,,Unclassified,192,,,5775,,,,,,,4,4
27/10/2015,1280 x 1024,48360,1.42679E+15,,,Unclassified,192,,,5776,,,,,,,4,4
27/10/2015,1280 x 1024,48369,1.42679E+15,,,Unclassified,192,,,5777,,,,,,,4,4
27/10/2015,1280 x 1024,48377,1.42679E+15,,,Unclassified,8,,,5778,1071,559,636.14,,3.65,,0,4
27/10/2015,1280 x 1024,48385,1.42679E+15,116,,Fixation,100,1062,566,5779,1067,565,635.76,635.76,3.64,3.48,0,0
27/10/2015,1280 x 1024,48393,1.42679E+15,116,,Fixation,100,1062,566,5780,1066,561,635.57,,3.64,,0,4
27/10/2015,1280 x 1024,48402,1.42679E+15,116,,Fixation,100,1062,566,5781,1067,567,635.29,,3.64,,0,4
27/10/2015,1280 x 1024,48410,1.42679E+15,116,,Fixation,100,1062,566,5782,,,,,,,4,4
27/10/2015,1280 x 1024,48418,1.42679E+15,116,,Fixation,100,1062,566,5783,,,,,,,4,4
27/10/2015,1280 x 1024,48427,1.42679E+15,116,,Fixation,100,1062,566,5784,,,,,,,4,4
27/10/2015,1280 x 1024,48435,1.42679E+15,116,,Fixation,100,1062,566,5785,1061,565,634.9,634.9,3.66,3.49,0,0
27/10/2015,1280 x 1024,48443,1.42679E+15,116,,Fixation,100,1062,566,5786,1062,566,634.64,634.64,3.64,3.46,0,0
27/10/2015,1280 x 1024,48452,1.42679E+15,116,,Fixation,100,1062,566,5787,1061,566,634.34,634.34,3.64,3.46,0,0
27/10/2015,1280 x 1024,48460,1.42679E+15,116,,Fixation,100,1062,566,5788,1063,562,634.18,634.18,3.64,3.47,0,0
27/10/2015,1280 x 1024,48468,1.42679E+15,116,,Fixation,100,1062,566,5789,1062,563,634.05,634.05,3.63,3.47,0,0
27/10/2015,1280 x 1024,48477,1.42679E+15,116,,Fixation,100,1062,566,5790,1058,564,633.93,633.93,3.64,3.46,0,0
27/10/2015,1280 x 1024,48485,1.42679E+15,,120,Saccade,25,,,5791,1057,576,633.85,633.85,3.66,3.45,0,0
27/10/2015,1280 x 1024,48493,1.42679E+15,,120,Saccade,25,,,5792,1053,621,633.56,633.56,3.67,3.49,0,0
27/10/2015,1280 x 1024,48502,1.42679E+15,,120,Saccade,25,,,5793,1056,674,633.14,633.14,3.66,3.5,0,0
27/10/2015,1280 x 1024,48510,1.42679E+15,117,,Fixation,791,1051,701,5794,1059,696,633.16,633.16,3.67,3.49,0,0
27/10/2015,1280 x 1024,48518,1.42679E+15,117,,Fixation,791,1051,701,5795,1060,692,633.04,633.04,3.68,3.49,0,0
27/10/2015,1280 x 1024,48527,1.42679E+15,117,,Fixation,791,1051,701,5796,1061,686,632.67,632.67,3.67,3.5,0,0
27/10/2015,1280 x 1024,48535,1.42679E+15,117,,Fixation,791,1051,701,5797,1061,686,632.52,632.52,3.67,3.5,0,0
27/10/2015,1280 x 1024,48543,1.42679E+15,117,,Fixation,791,1051,701,5798,1055,694,632.37,632.37,3.67,3.49,0,0
27/10/2015,1280 x 1024,48552,1.42679E+15,117,,Fixation,791,1051,701,5799,1055,697,632.07,632.07,3.66,3.48,0,0
27/10/2015,1280 x 1024,48560,1.42679E+15,117,,Fixation,791,1051,701,5800,1056,693,631.8,631.8,3.65,3.47,0,0
27/10/2015,1280 x 1024,48568,1.42679E+15,117,,Fixation,791,1051,701,5801,1053,692,631.6,631.6,3.65,3.45,0,0
27/10/2015,1280 x 1024,48577,1.42679E+15,117,,Fixation,791,1051,701,5802,1058,693,631.38,631.38,3.65,3.45,0,0
27/10/2015,1280 x 1024,48585,1.42679E+15,117,,Fixation,791,1051,701,5803,1059,695,631.14,631.14,3.64,3.47,0,0
27/10/2015,1280 x 1024,48593,1.42679E+15,117,,Fixation,791,1051,701,5804,1054,697,630.89,630.89,3.65,3.48,0,0
27/10/2015,1280 x 1024,48602,1.42679E+15,117,,Fixation,791,1051,701,5805,1052,696,630.62,630.62,3.63,3.48,0,0
27/10/2015,1280 x 1024,48610,1.42679E+15,117,,Fixation,791,1051,701,5806,1053,696,630.33,630.33,3.63,3.47,0,0
27/10/2015,1280 x 1024,48618,1.42679E+15,117,,Fixation,791,1051,701,5807,1053,695,630.01,630.01,3.61,3.46,0,0
27/10/2015,1280 x 1024,48627,1.42679E+15,117,,Fixation,791,1051,701,5808,1057,692,629.75,629.75,3.59,3.44,0,0
27/10/2015,1280 x 1024,48635,1.42679E+15,117,,Fixation,791,1051,701,5809,1061,690,629.53,629.53,3.6,3.42,0,0
27/10/2015,1280 x 1024,48643,1.42679E+15,117,,Fixation,791,1051,701,5810,1058,692,629.28,629.28,3.6,3.43,0,0
27/10/2015,1280 x 1024,48652,1.42679E+15,117,,Fixation,791,1051,701,5811,1055,694,628.99,628.99,3.6,3.42,0,0
27/10/2015,1280 x 1024,48660,1.42679E+15,117,,Fixation,791,1051,701,5812,1058,695,628.65,628.65,3.58,3.4,0,0
27/10/2015,1280 x 1024,48668,1.42679E+15,117,,Fixation,791,1051,701,5813,1059,697,628.37,628.37,3.58,3.41,0,0
27/10/2015,1280 x 1024,48677,1.42679E+15,117,,Fixation,791,1051,701,5814,1054,695,628.11,628.11,3.59,3.4,0,0
27/10/2015,1280 x 1024,48685,1.42679E+15,117,,Fixation,791,1051,701,5815,1054,694,627.81,627.81,3.58,3.38,0,0
27/10/2015,1280 x 1024,48693,1.42679E+15,117,,Fixation,791,1051,701,5816,1053,698,627.55,627.55,3.57,3.4,0,0
27/10/2015,1280 x 1024,48702,1.42679E+15,117,,Fixation,791,1051,701,5817,1056,697,627.34,627.34,3.56,3.41,0,0
27/10/2015,1280 x 1024,48710,1.42679E+15,117,,Fixation,791,1051,701,5818,1061,694,627.15,627.15,3.55,3.4,0,0
27/10/2015,1280 x 1024,48718,1.42679E+15,117,,Fixation,791,1051,701,5819,1060,692,626.92,626.92,3.56,3.39,0,0
27/10/2015,1280 x 1024,48727,1.42679E+15,117,,Fixation,791,1051,701,5820,1058,693,626.66,626.66,3.56,3.37,0,0
27/10/2015,1280 x 1024,48735,1.42679E+15,117,,Fixation,791,1051,701,5821,1057,695,626.4,626.4,3.55,3.37,0,0
27/10/2015,1280 x 1024,48743,1.42679E+15,117,,Fixation,791,1051,701,5822,1058,692,626.21,626.21,3.53,3.38,0,0
27/10/2015,1280 x 1024,48752,1.42679E+15,117,,Fixation,791,1051,701,5823,1059,692,626.06,626.06,3.53,3.38,0,0
27/10/2015,1280 x 1024,48760,1.42679E+15,117,,Fixation,791,1051,701,5824,1061,692,625.92,625.92,3.53,3.38,0,0
27/10/2015,1280 x 1024,48768,1.42679E+15,117,,Fixation,791,1051,701,5825,1065,688,625.77,625.77,3.52,3.35,0,0
27/10/2015,1280 x 1024,48777,1.42679E+15,117,,Fixation,791,1051,701,5826,1060,694,625.63,625.63,3.55,3.35,0,0
27/10/2015,1280 x 1024,48785,1.42679E+15,117,,Fixation,791,1051,701,5827,1054,702,625.49,625.49,3.55,3.37,0,0
27/10/2015,1280 x 1024,48793,1.42679E+15,117,,Fixation,791,1051,701,5828,1058,698,625.39,625.39,3.53,3.37,0,0
27/10/2015,1280 x 1024,48802,1.42679E+15,117,,Fixation,791,1051,701,5829,1056,695,625.29,625.29,3.52,3.38,0,0
27/10/2015,1280 x 1024,48810,1.42679E+15,117,,Fixation,791,1051,701,5830,1060,698,625.18,625.18,3.54,3.37,0,0
27/10/2015,1280 x 1024,48818,1.42679E+15,117,,Fixation,791,1051,701,5831,1062,696,625.08,625.08,3.53,3.36,0,0
27/10/2015,1280 x 1024,48827,1.42679E+15,117,,Fixation,791,1051,701,5832,1058,697,624.98,624.98,3.53,3.37,0,0
27/10/2015,1280 x 1024,48835,1.42679E+15,117,,Fixation,791,1051,701,5833,1058,697,624.89,624.89,3.52,3.39,0,0
27/10/2015,1280 x 1024,48843,1.42679E+15,117,,Fixation,791,1051,701,5834,1059,694,624.82,624.82,3.5,3.39,0,0
27/10/2015,1280 x 1024,48852,1.42679E+15,117,,Fixation,791,1051,701,5835,1055,697,624.75,624.75,3.49,3.38,0,0
27/10/2015,1280 x 1024,48860,1.42679E+15,117,,Fixation,791,1051,701,5836,1049,703,624.65,624.65,3.5,3.37,0,0
27/10/2015,1280 x 1024,48868,1.42679E+15,117,,Fixation,791,1051,701,5837,1048,703,624.56,624.56,3.5,3.38,0,0
27/10/2015,1280 x 1024,48876,1.42679E+15,117,,Fixation,791,1051,701,5838,1048,702,624.47,624.47,3.5,3.38,0,0
27/10/2015,1280 x 1024,48885,1.42679E+15,117,,Fixation,791,1051,701,5839,1047,701,624.4,624.4,3.52,3.37,0,0
27/10/2015,1280 x 1024,48893,1.42679E+15,117,,Fixation,791,1051,701,5840,1043,702,624.38,624.38,3.52,3.37,0,0
27/10/2015,1280 x 1024,48901,1.42679E+15,117,,Fixation,791,1051,701,5841,1041,706,624.34,624.34,3.51,3.39,0,0
27/10/2015,1280 x 1024,48910,1.42679E+15,117,,Fixation,791,1051,701,5842,1045,703,624.33,624.33,3.51,3.39,0,0
27/10/2015,1280 x 1024,48918,1.42679E+15,117,,Fixation,791,1051,701,5843,1050,697,624.34,624.34,3.5,3.37,0,0
27/10/2015,1280 x 1024,48926,1.42679E+15,117,,Fixation,791,1051,701,5844,1050,699,624.29,624.29,3.5,3.39,0,0
27/10/2015,1280 x 1024,48935,1.42679E+15,117,,Fixation,791,1051,701,5845,1046,703,624.24,624.24,3.52,3.39,0,0
27/10/2015,1280 x 1024,48943,1.42679E+15,117,,Fixation,791,1051,701,5846,1043,702,624.23,624.23,3.52,3.41,0,0
27/10/2015,1280 x 1024,48951,1.42679E+15,117,,Fixation,791,1051,701,5847,1047,700,624.23,624.23,3.52,3.39,0,0
27/10/2015,1280 x 1024,48960,1.42679E+15,117,,Fixation,791,1051,701,5848,1052,699,624.23,624.23,3.52,3.38,0,0
27/10/2015,1280 x 1024,48968,1.42679E+15,117,,Fixation,791,1051,701,5849,1049,701,624.24,624.24,3.52,3.39,0,0
27/10/2015,1280 x 1024,48976,1.42679E+15,117,,Fixation,791,1051,701,5850,1049,701,624.21,624.21,3.52,3.39,0,0
27/10/2015,1280 x 1024,48985,1.42679E+15,117,,Fixation,791,1051,701,5851,1049,703,624.14,624.14,3.52,3.4,0,0
